weigh,total,courier,consignnote
146.43,156.5600,8,300057528176
138.45,103.1400,1,SPT24011180
166.50,159.3200,8,300057546638
186.30,178.4000,8,300057509469
12.45,11.5500,1,AOR24000625
1.00,5.3000,1,SPT24011184
6.02,11.9800,1,SPT24011185
5.10,6.3600,1,AOR24000626
4.15,6.3600,1,AOR24000627
1.00,6.8900,1,SPT24011186
30.80,35.6200,1,SPT24011187
15.90,18.1300,1,SPT24011188
1.00,5.3000,1,SPT24011189
29.00,21.5200,1,SPT24011190
207.90,154.3400,1,SPT24011191
349.32,151.5800,1,SPT24011193
126.88,94.2300,1,SPT24011194
576.07,247.8300,1,SPT24011195
40.00,29.6800,1,SPT24011196
4.00,11.5500,1,SPT24011197
350.71,152.0000,1,SPT24011198
2.00,6.8900,1,SPT24011199
0.30,6.8900,1,SPT24011200
5.00,10.7100,1,SPT24011201
23.30,22.9000,1,SPT24011202
3.40,9.5400,1,SPT24011203
55.60,53.4200,8,300057507179
84.98,63.0700,1,SPT24011205
13.50,20.7800,1,SPT24011206
78.40,86.1800,1,SPT24011207
1.00,6.8900,1,SPT24011208
1.98,6.8900,1,SPT24011210
116.51,120.6300,1,SPT24011211
3.98,9.1200,1,SPT24011212
1.51,6.7800,5,MYCQY00007579
3.93,9.1200,1,SPT24011214
6.86,12.6100,5,MYCQY00007580
8.26,14.9500,1,SPT24011216
20.65,28.9400,1,SPT24011217
19.65,27.7700,1,SPT24011218
6.30,12.6100,1,SPT24011219
8.50,14.9500,2,8005001864
3.28,9.1200,5,MYCQY00007581
3.06,9.1200,1,SPT24011222
47.44,56.6000,1,SPT24011223
197.00,302.9500,1,IPH24000031
9.30,16.1100,5,MYCQY00007582
1.00,6.8900,1,SPT24011225
6.84,13.2500,1,SPT24011226
1.00,6.7800,1,SBG24002121
3.00,7.9500,1,SPT24011227
0.80,6.7800,1,SPT24011228
1.80,6.8900,1,SPT24011229
20.00,16.9600,5,MYCQY00007583
112.00,116.3200,1,SPT24011231
29.06,43.7800,1,SPT24011232
51.00,48.6500,1,SPT24011233
201.50,192.1700,1,SPT24011234
8.70,14.9500,1,SPT24011236
3.28,9.4300,1,SPT24011237
3.30,9.4300,1,SPT24011239
11.00,18.3400,1,SPT24011240
1.00,6.8900,1,SPT24011241
1.00,6.8900,1,SPT24011242
9.60,22.7900,1,JHB24000624
9.60,22.7900,1,JHB24000625
19.20,38.6900,1,JHB24000626
19.20,38.6900,1,JHB24000627
1.16,8.1600,1,SPT24011243
7.70,7.8400,1,AOR24000628
34.00,32.4400,1,SPT24011246
69.00,65.8300,1,SPT24011247
9.30,9.3300,1,AOR24000629
16.60,24.2700,1,SPT24011248
605.60,532.6200,1,SPT24011249
18.00,10.1700,1,SPT24011250
17.70,30.6300,1,JHB24000628
1.00,8.4800,1,SPT24011251
3.94,9.4300,1,SPT24011252
1.00,6.8900,1,SPT24011255
17.00,9.6000,1,SPT24011256
1.00,8.4800,1,SPT24011257
60.00,78.7600,1,SPT24011258
42.00,57.7700,1,SPT24011259
25.80,34.7700,1,SPT24011260
45.60,54.7000,1,SPT24011261
50.00,71.3400,1,SBG24002131
84.10,39.2200,1,SPT24011264
9.20,9.3300,1,AOR24000630
4.00,6.3600,1,AOR24000631
6.85,7.1000,1,AOR24000632
58.00,55.3300,1,SPT24011265
19.00,18.1300,1,SPT24011267
43.00,41.0200,1,SPT24011268
19.00,18.1300,1,SPT24011270
6.00,9.5400,1,SPT24011272
40.40,49.9300,1,SPT24011274
155.80,153.4000,1,SPT24011275
101.60,107.9000,1,SPT24011276
44.50,51.9400,1,SPT24011277
19.70,22.7900,1,SPT24011278
16.30,19.2900,1,SPT24011279
7.00,7.6300,1,SPT24011280
18.50,21.6200,1,SPT24011281
12.50,14.6300,1,SPT24011282
44.60,51.9400,1,SPT24011283
3.90,5.3000,1,SPT24011284
2.30,5.3000,1,SPT24011285
20.62,28.9400,1,SPT24011286
39.00,37.2100,1,SPT24011287
65.00,62.0100,1,SPT24011288
36.00,34.3400,1,SPT24011289
5.40,13.2500,1,SPT24011291
3.00,9.4300,5,MYCQY00007584
1.00,6.8900,1,SPT24011292
1.00,6.8900,1,SPT24011293
1.00,6.8900,5,MYCQY00007585
1.56,6.8900,1,SPT24011295
1.00,15.9500,3,XEN00001381
1.00,6.8900,1,SPT24011297
1.00,6.8900,1,SPT24011298
1.00,6.8900,1,SPT24011299
3.00,12.9300,1,SPT24011300
168.00,163.5200,1,SPT24011301
0.02,6.7800,1,SPT24011303
88.00,94.7600,1,SPT24011304
91.60,98.5800,1,SPT24011305
17.20,25.4400,1,SPT24011306
202.50,193.0200,1,SPT24011307
1.00,6.8900,1,SPT24011308
376.74,279.7300,1,SPT24011309
177.33,132.0800,1,SPT24011310
24.00,17.8100,1,SPT24011311
4.10,10.2800,1,SPT24011312
155.60,153.7000,1,SPT24011313
0.20,6.8900,1,SPT24011315
60.00,44.5200,1,SPT24011317
6.91,12.6100,1,SPT24011318
8.31,14.9500,5,MYCQY00007586
4.15,10.2800,5,MYCQY00007587
10.10,17.2800,5,MYCQY00007588
3.58,9.1200,1,SPT24011322
24.36,33.6000,1,SPT24011323
4.20,10.2800,1,SPT24011324
2.17,7.9500,5,MYCQY00007589
6.00,11.4500,5,MYCQY00007590
4.88,10.2800,1,SPT24011327
9.90,16.1100,1,SPT24011328
1.86,6.7800,1,SPT24011329
12.77,19.6100,5,MYCQY00007591
3.26,9.1200,1,SPT24011331
24.34,33.6000,1,SPT24011332
0.62,6.7800,1,SPT24011333
10.23,17.2800,1,SPT24011334
6.84,12.6100,1,SPT24011335
3.03,7.9500,1,SPT24011336
176.00,167.9000,1,SPT24011337
14.24,23.4300,1,SPT24011338
3.00,9.5400,1,SPT24011339
25.00,23.8500,1,SPT24011340
5.70,11.4500,1,SPT24011341
96.10,103.3500,1,SPT24011342
5.00,10.7100,1,SPT24011343
4.36,10.7100,1,SPT24011344
6.65,12.6100,1,SPT24011345
3.72,9.4300,1,SPT24011346
0.04,12.0800,1,SBG24002148
64.00,61.0600,1,SPT24011347
68.00,64.8700,1,SPT24011349
5.36,17.7000,1,SPT24011350
4.43,16.1100,1,SPT24011351
80.00,67.8400,8,300057669619
6.00,11.9800,1,SPT24011354
3.00,9.4300,1,SPT24011355
15.36,32.3300,1,JHB24000629
9.60,22.7900,1,JHB24000630
1.55,6.3600,1,AOR24000634
1.80,6.3600,1,AOR24000635
3.45,6.3600,1,AOR24000636
40.00,68.3700,1,JHB24000631
0.15,6.7800,1,SPT24011357
180.00,173.6300,5,MYCQY00007592
538.20,476.1600,1,SPT24011359
73.00,69.6400,1,SPT24011360
50.00,47.7000,1,SPT24011361
121.00,115.4300,1,SPT24011362
1.62,10.2800,5,MYCQY00007593
36.00,34.3400,1,SPT24011366
63.00,77.4900,1,SPT24011367
10.00,8.4800,1,SPT24011368
27.00,25.7600,1,SPT24011369
92.00,108.2300,1,SPT24011370
0.10,6.8900,1,SPT24011371
0.10,6.8900,1,SPT24011372
0.10,6.8900,1,SPT24011373
31.00,29.5700,1,SPT24011374
0.10,6.8900,1,SPT24011375
0.22,6.8900,1,SPT24011376
75.00,71.5500,1,SPT24011377
0.10,6.8900,1,SPT24011378
0.10,6.8900,1,SPT24011379
0.10,6.8900,1,SPT24011380
0.10,6.8900,1,SPT24011381
0.20,6.8900,5,MYCQY00007594
18.00,27.2400,1,SPT24011383
1.00,6.8900,1,SPT24011384
2.50,8.1600,1,SPT24011385
0.50,6.7800,1,SPT24011387
0.50,6.7800,1,SPT24011388
15.93,23.1100,1,SBG24002150
15.36,32.3300,1,JHB24000632
82.00,89.0400,1,SPT24011389
9.00,9.5400,1,SPT24011391
144.00,167.3700,8,300057675531
1.00,6.8900,1,SPT24011394
1.56,8.1600,1,SPT24011395
1.00,6.8900,1,SPT24011396
0.60,6.8900,1,SPT24011397
67.00,63.9200,1,SPT24011398
21.28,33.6000,1,SPT24011399
1.51,6.7800,1,SPT24011400
1.14,6.7800,1,SPT24011403
2.92,8.1600,5,MYCQY00007597
8.10,14.9500,1,SPT24011406
84.80,91.9000,1,SPT24011407
86.30,93.8100,1,SPT24011408
99.60,106.2100,1,SPT24011411
4.85,16.1100,1,SPT24011413
3.00,9.4300,1,JHB24000633
3.00,9.4300,1,JHB24000634
23.64,32.4400,1,SPT24011418
3.27,9.1200,5,MYCQY00007599
9.77,16.1100,2,8005001865
3.45,9.1200,1,SPT24011421
33.32,43.2500,1,SPT24011422
2.22,7.9500,1,SPT24011423
1.00,9.0100,1,SPT24011424
12.01,18.4400,5,MYCQY00007600
3.11,9.1200,1,SPT24011426
10.00,16.1100,5,MYCQY00007601
5.00,10.7100,1,SPT24011428
1.00,6.8900,5,MYCQY00007602
3.00,11.5500,1,SPT24011433
1.50,8.1600,1,SPT24011434
11.34,19.6100,1,SPT24011435
18.00,10.1700,1,SPT24011436
13.00,8.4800,1,SPT24011437
209.00,229.3800,1,SBG24002163
6.40,13.2500,1,SPT24011439
1.00,8.4800,1,SPT24011440
10.00,8.4800,1,SPT24011441
6.00,17.7000,1,SPT24011442
6.00,13.2500,5,MYCQY00007603
3.00,12.9300,1,SPT24011443
9.60,22.7900,1,JHB24000635
9.60,22.7900,1,JHB24000636
9.60,22.7900,1,JHB24000637
9.60,22.7900,1,JHB24000638
2.85,6.3600,1,AOR24000637
8.75,8.5900,1,AOR24000638
42.80,51.8300,1,SPT24011446
167.00,162.6800,1,SPT24011447
39.00,48.0200,1,SPT24011449
1.35,6.3600,1,AOR24000639
7.15,7.8400,1,AOR24000640
4.00,6.3600,1,AOR24000641
6.85,7.1000,1,AOR24000642
0.30,6.8900,1,SPT24011452
6.00,17.7000,1,SPT24011453
10.00,18.3400,1,SPT24011454
36.25,29.3600,1,AOR24000643
10.65,10.0700,1,AOR24000644
42.00,40.0700,1,SPT24011455
113.20,118.0100,1,SPT24011456
17.00,24.2700,1,SPT24011457
9.70,16.1100,1,SPT24011458
9.70,16.1100,1,SPT24011459
7.70,7.8400,1,AOR24000645
6.50,7.1000,1,AOR24000646
14.45,13.0400,1,AOR24000647
8.59,21.0900,1,KLT24000080
40.00,53.1100,8,300057807088
8.00,13.7800,1,SPT24011461
18.00,10.1700,1,SPT24011462
18.00,10.1700,1,SPT24011463
175.00,196.9500,1,JHB24000640
2.86,8.1600,5,MYCQY00007604
81.96,60.8400,1,SPT24011467
1.00,6.8900,1,SPT24011469
41.60,55.2300,1,SPT24011470
8.00,13.7800,1,SPT24011472
0.15,6.8900,1,SPT24011473
8.18,15.7900,5,MYCQY00007605
18.00,10.1700,1,SPT24011474
1.00,6.8900,5,MYCQY00007606
176.00,167.9000,1,SPT24011476
16.40,24.2700,1,SPT24011477
81.00,88.0900,1,SPT24011478
87.00,93.8100,5,MYCQY00007607
22.40,31.2700,1,SPT24011480
13.30,20.7800,1,SPT24011481
2.50,7.9500,1,SPT24011482
1.00,6.8900,1,SPT24011484
2.00,29.7800,3,XEN00001382
0.50,6.8900,1,SPT24011486
3.36,9.4300,1,SPT24011487
3.28,9.4300,1,SPT24011488
24.00,32.4400,1,SPT24011489
12.00,11.4500,1,SPT24011490
37.00,35.3000,1,SPT24011491
135.00,128.7900,1,SPT24011492
4.00,9.1200,1,SPT24011493
160.20,157.9400,1,SPT24011494
95.60,102.4000,1,SPT24011495
14.00,20.7800,1,SPT24011496
12.00,20.8800,1,JHB24000641
9.00,17.0700,1,JHB24000642
8.20,17.0700,1,JHB24000643
4.60,11.9800,1,JHB24000644
40.61,54.1700,1,SPT24011498
68.00,75.6800,1,SPT24011499
16.80,24.2700,1,SPT24011500
32.80,42.2900,1,SPT24011501
1.00,5.3000,1,SPT24011502
0.40,6.7800,1,SPT24011503
102.00,97.3100,1,SPT24011504
30.00,22.2600,1,SPT24011505
40.00,29.6800,1,SPT24011506
10.80,17.2800,1,SPT24011508
17.00,24.2700,1,SPT24011510
5.05,11.4500,1,SPT24011511
22.68,31.2700,1,SPT24011512
4.27,10.2800,5,MYCQY00007610
3.63,9.1200,1,SPT24011514
0.33,6.7800,5,MYCQY00007611
6.92,12.6100,1,SPT24011516
13.56,20.7800,1,SPT24011517
1.62,6.7800,5,MYCQY00007612
2.06,7.9500,1,SPT24011519
34.91,44.2000,1,SPT24011520
17.65,25.4400,1,SPT24011521
1.49,6.7800,1,SPT24011522
52.74,61.3700,5,MYCQY00007613
14.92,21.9400,1,SPT24011524
17.05,25.4400,1,SPT24011525
45.70,54.7000,5,MYCQY00007614
65.84,73.7800,5,MYCQY00007615
18.90,26.6100,5,MYCQY00007616
51.55,60.4200,5,MYCQY00007617
8.94,14.9500,1,SPT24011530
10.59,17.2800,1,SPT24011531
1.39,6.7800,1,SPT24011532
9.59,16.1100,1,SPT24011533
8.63,14.9500,1,SPT24011534
9.10,16.1100,1,SPT24011535
2.00,6.8900,1,SPT24011536
480.00,356.1600,1,SPT24011537
15.20,17.1700,1,SBG24002183
25.40,24.8000,8,300057887529
6.00,17.7000,1,SPT24011538
50.29,64.7700,8,300057762881
10.00,8.4800,1,SPT24011541
18.00,10.1700,1,SPT24011543
18.00,10.1700,1,SPT24011544
5.00,10.2800,5,MYCQY00007618
53.81,748.4300,3,XEN00001383
5.29,11.4500,1,SPT24011546
344.00,265.8500,1,SPT24011547
121.94,90.5200,1,SPT24011548
24.00,20.3500,8,300057880467
89.33,96.6700,1,SPT24011550
177.60,171.9400,1,SPT24011551
13.00,8.4800,1,SPT24011552
57.96,43.0400,1,SPT24011553
10.00,8.4800,1,SPT24011554
54.00,45.7900,9,66661342130000
3.15,9.4300,1,SPT24011556
205.00,162.7100,1,SPT24011557
231.60,228.6400,1,SPT24011558
6.50,12.6100,1,SPT24011559
0.01,6.8900,1,SPT24011560
40.00,33.9200,1,SPT24011561
42.00,31.1600,1,SPT24011562
50.00,37.1000,1,SPT24011563
3.50,9.1200,1,SPT24011564
9.00,22.4700,1,SPT24011565
2.00,6.8900,1,SPT24011566
0.60,6.8900,2,8005001866
124.00,102.6100,1,SPT24011569
26.00,37.4200,1,SPT24011570
3.00,8.1600,1,SPT24011571
2.00,6.8900,1,SPT24011572
24.00,45.0500,1,JHB24000646
9.60,22.7900,1,JHB24000647
74.70,57.5600,1,AOR24000649
2.00,6.1000,1,SPT24011573
18.72,16.0100,1,AOR24000650
5.58,6.3600,1,AOR24000651
36.00,34.3400,1,SPT24011574
26.20,25.7600,1,SPT24011575
75.00,71.5500,1,SPT24011576
36.50,35.3000,8,300057927018
5.11,13.2500,5,MYCQY00007619
6.80,9.5400,5,MYCQY00007620
10.00,8.4800,1,SPT24011580
1.38,6.8900,1,SPT24011581
2.20,9.4300,5,MYCQY00007621
1.00,7.7400,1,SBG24002196
1.50,6.7800,1,SPT24011584
33.20,43.2500,1,SPT24011585
1.30,6.7800,1,SPT24011586
11.20,18.4400,1,SPT24011587
9.50,9.3300,1,AOR24000652
6.96,7.1000,1,AOR24000653
25.80,37.4200,1,SPT24011588
1.00,8.4800,1,SPT24011589
10.00,8.4800,1,SPT24011590
13.00,8.4800,1,SPT24011591
0.77,6.3600,1,AOR24000654
1.00,6.8900,1,SPT24011592
15.20,24.7000,1,SPT24011593
1.00,6.8900,1,SPT24011594
3.70,9.4300,1,SPT24011595
43.00,41.0200,1,SPT24011596
47.40,56.6000,1,SPT24011597
58.92,67.1000,5,MYCQY00007623
8.75,14.9500,1,SPT24011600
3.95,9.1200,5,MYCQY00007624
6.78,20.1400,1,SPT24011602
0.04,6.7800,1,SPT24011603
1.00,6.8900,1,SPT24011604
1.00,5.3000,1,SPT24011605
31.00,29.5700,8,300057932004
270.00,200.3400,1,SPT24011607
10.40,10.4900,5,MYCQY00007625
44.00,41.9800,1,SPT24011608
16.00,15.2600,1,SPT24011609
182.40,176.1600,1,SPT24011610
103.95,77.1700,1,SPT24011611
24.00,17.8100,1,SPT24011612
59.00,56.2900,1,SPT24011613
30.00,22.2600,1,SPT24011614
33.00,47.2800,1,JHB24000649
30.00,43.7800,1,JHB24000650
0.04,6.7800,1,SBG24002198
40.00,57.3500,1,SPT24011616
44.20,63.7100,1,SPT24011617
61.20,85.3300,1,SPT24011618
17.00,28.0900,5,MYCQY00007626
13.60,24.2700,1,SPT24011620
20.40,33.1800,1,SPT24011621
10.20,20.4600,5,MYCQY00007627
3.40,11.5500,5,MYCQY00007628
3.40,11.5500,5,MYCQY00007629
3.40,11.5500,5,MYCQY00007630
3.40,11.5500,5,MYCQY00007631
3.40,11.5500,5,MYCQY00007632
3.40,11.5500,5,MYCQY00007633
13.60,24.2700,1,SPT24011629
13.60,24.2700,1,SPT24011630
13.60,24.2700,5,MYCQY00007634
23.80,36.9900,1,SPT24011632
54.40,76.4300,1,SPT24011633
0.80,6.8900,1,SPT24011634
1.00,7.7400,1,SPT24011635
1.00,7.7400,1,SPT24011636
3.00,10.2800,1,SPT24011637
1.00,6.8900,1,SPT24011638
0.50,7.7400,2,8005001867
8.50,14.9500,1,SPT24011640
30.80,40.3900,1,SPT24011641
51.20,60.4200,1,SPT24011642
158.00,155.0900,1,SPT24011643
9.20,16.1100,1,SPT24011644
9.70,16.1100,1,SPT24011645
12.00,18.4400,1,SPT24011646
6.78,7.1000,1,AOR24000655
15.85,24.7000,1,SPT24011649
1039.60,444.1400,1,SPT24011650
13.50,20.7800,5,MYCQY00007635
2.60,8.1600,1,SPT24011652
41.00,39.1100,8,300057905116
24.90,23.8500,1,SPT24011654
1.00,6.8900,1,SPT24011656
8.00,16.6400,1,SBG24002204
0.50,6.8900,1,JHB24000651
2.00,6.1000,1,SPT24011658
7.04,13.2500,1,SPT24011659
21.90,30.1000,1,SPT24011661
148.00,146.6600,1,SPT24011662
30.62,43.5700,1,SPT24011663
50.10,58.9400,1,SPT24011664
14.00,15.7900,1,SPT24011665
11.00,12.3000,1,SPT24011666
13.70,15.7900,1,SPT24011667
18.60,21.6200,1,SPT24011668
2.10,5.3000,1,SPT24011669
26.00,24.8000,1,SPT24011670
41.00,39.1100,1,SPT24011671
44.00,41.9800,1,SPT24011672
63.00,60.1000,1,SPT24011673
209.96,200.3400,8,300057965256
1.00,6.8900,1,SPT24011675
1.00,6.8900,1,SPT24011676
1.00,6.8900,1,SPT24011677
1.00,6.8900,1,SPT24011678
2.38,15.0500,1,SPT24011680
5.00,10.2800,1,SPT24011681
540.80,401.4200,1,SPT24011682
5.01,10.2800,5,MYCQY00007636
19.56,27.7700,1,SPT24011684
11.33,18.4400,1,SPT24011685
29.50,416.7400,3,XEN00001384
5.57,11.4500,1,SPT24011687
7.74,13.7800,1,SPT24011688
2.38,7.9500,1,SPT24011689
2.78,7.9500,5,MYCQY00007637
6.30,12.6100,1,SPT24011691
15.70,23.1100,5,MYCQY00007638
2.67,7.9500,5,MYCQY00007639
1.38,6.7800,1,SPT24011694
44.00,41.9800,1,SPT24011695
501.00,371.7400,1,SPT24011696
18.00,17.1700,1,SPT24011697
0.18,6.7800,1,SPT24011698
1726.00,735.0000,1,SPT24011700
6.67,12.6100,5,MYCQY00007640
42.00,40.0700,1,SPT24011702
4.59,10.2800,1,SPT24011703
0.02,6.7800,1,SPT24011704
1.00,6.8900,1,SPT24011705
99.00,94.4500,1,SPT24011706
2.26,11.5500,1,SPT24011708
1.30,10.2800,1,SPT24011709
4.92,11.9800,1,SPT24011710
2.00,8.1600,1,SPT24011711
1.00,6.8900,1,SPT24011712
1.00,6.8900,1,SPT24011713
6.00,16.4300,1,JHB24000652
6.00,16.4300,1,JHB24000653
9.60,22.7900,1,JHB24000654
9.60,22.7900,1,JHB24000655
9.60,22.7900,1,JHB24000656
3.75,6.3600,1,AOR24000656
2.20,6.3600,1,AOR24000657
5.10,6.3600,1,AOR24000658
9.05,9.3300,1,AOR24000659
6.00,6.3600,1,AOR24000660
1.05,6.3600,1,AOR24000661
69.00,79.9200,1,SPT24011714
24.40,28.6200,1,SPT24011715
7.20,8.8000,1,SPT24011716
8.00,8.8000,1,SPT24011717
14.90,16.9600,1,SPT24011718
20.00,22.7900,1,SPT24011719
20.20,23.9600,1,SPT24011720
0.20,6.8900,1,SPT24011721
8.90,8.5900,1,AOR24000662
1.45,6.3600,1,AOR24000663
1.15,6.3600,1,AOR24000664
1.30,6.3600,1,AOR24000665
58.00,55.3300,1,SPT24011722
49.00,46.7500,1,SPT24011723
22.60,31.2700,5,MYCQY00007641
58.12,73.2500,1,SPT24011726
13.00,8.4800,1,SPT24011727
13.00,8.4800,1,SPT24011728
1.00,6.8900,1,SPT24011729
18.00,10.1700,1,SPT24011730
18.00,10.1700,1,SPT24011731
17.00,9.6000,1,SPT24011732
1.00,6.8900,1,SPT24011733
1.00,6.8900,1,SPT24011734
60.00,57.2400,1,SPT24011735
220.80,208.1800,1,SPT24011736
17.00,16.2200,1,SPT24011737
1.00,6.8900,1,SPT24011738
8.60,8.5900,1,AOR24000666
65.60,73.7800,1,SPT24011739
8.20,17.0700,1,JHB24000657
88.00,83.9500,1,SPT24011740
178.00,169.8100,1,SPT24011741
15.63,34.4500,1,SPT24011742
19.00,18.1300,1,SPT24011743
8.00,13.7800,1,SPT24011744
1.00,6.8900,1,SPT24011745
196.00,156.0300,1,SPT24011746
74.00,62.7500,1,SPT24011747
76.00,64.4500,1,SPT24011748
1324.71,564.9800,1,SPT24011749
137.59,61.6900,1,SPT24011750
147.60,146.6600,1,SPT24011751
23.45,13.3600,1,SPT24011752
1.16,6.8900,1,SPT24011753
28.48,41.2300,1,SBG24002221
222.00,209.0200,1,SPT24011754
18.00,25.4400,1,SPT24011755
1.18,10.2800,1,SPT24011756
18.00,15.2600,1,SPT24011757
184.86,137.2700,1,SPT24011758
39.00,33.0700,9,66661352483000
106.00,78.6500,1,SPT24011760
1.30,6.7800,1,SPT24011761
90.96,67.5200,1,SPT24011762
220.95,163.9800,1,SPT24011763
0.35,6.8900,1,SPT24011764
274.00,213.9100,1,SPT24011765
92.90,109.2900,1,SPT24011766
4.50,10.2800,1,SPT24011768
11.20,13.4600,5,MYCQY00007643
45.83,59.4700,1,SPT24011770
6.80,12.6100,1,SPT24011771
4.90,10.2800,1,SPT24011772
38.80,48.0200,1,SPT24011775
16.60,24.2700,1,SPT24011776
0.30,6.7800,1,SPT24011777
34.00,32.4400,1,SPT24011778
72.00,68.6900,1,SPT24011779
17.00,16.2200,1,SPT24011780
66.00,62.9600,1,SPT24011781
54.00,51.5200,1,SPT24011782
7.28,14.5200,1,SPT24011783
9.00,14.9500,1,SPT24011784
21.40,30.1000,1,SPT24011785
10.80,17.2800,1,SPT24011786
25.80,34.7700,5,MYCQY00007645
17.20,25.4400,5,MYCQY00007646
3.76,9.1200,5,MYCQY00007647
4.30,10.2800,5,MYCQY00007648
8.64,14.9500,1,SPT24011793
20.50,28.9400,1,SPT24011794
3.76,9.1200,1,SPT24011795
6.77,12.6100,1,SPT24011796
4.30,10.2800,5,MYCQY00007649
3.58,9.1200,5,MYCQY00007650
1.12,6.7800,5,MYCQY00007651
15.09,23.1100,1,SPT24011800
0.68,6.7800,5,MYCQY00007652
16.40,24.2700,1,SPT24011802
58.66,67.1000,1,SPT24011803
25.80,34.7700,1,SPT24011804
12.96,19.6100,1,SPT24011805
1.16,6.8900,1,SPT24011806
1.82,6.7800,5,MYCQY00007653
1.53,6.7800,5,MYCQY00007654
2.54,8.1600,5,MYCQY00007655
6.50,12.6100,1,SPT24011812
76.08,89.5700,1,SBG24002239
15.00,21.9400,1,SPT24011813
0.54,9.0100,5,MYCQY00007656
13.00,12.4000,1,SPT24011815
33.00,31.4800,1,SPT24011816
88.97,66.0400,1,SPT24011817
196.00,186.9800,1,SPT24011821
23.00,21.9400,1,SPT24011822
3.00,9.4300,1,SPT24011824
1.00,6.8900,1,SPT24011825
1.00,6.8900,1,SPT24011826
5.00,11.9800,1,SPT24011827
2.00,8.1600,1,SPT24011828
15.00,12.7200,1,SPT24011829
13.00,11.0200,1,SPT24011830
185.00,176.4900,1,SPT24011831
28.00,23.7400,8,300058109876
26.00,40.8100,1,SBG24002240
11.10,10.8100,1,AOR24000668
2.55,6.3600,1,AOR24000669
20.00,16.9600,1,SPT24011832
2.00,6.1000,1,SPT24011833
2.00,6.1000,1,SPT24011834
9.46,14.4900,1,SPT24011835
50.20,68.2600,1,SPT24011836
6.00,11.9800,1,SPT24011842
2.71,7.9500,1,SPT24011844
1.00,6.8900,1,SPT24011845
22.00,35.4000,1,SBG24002242
59.00,50.0300,1,SPT24011846
45.00,58.4100,1,SPT24011847
3.06,9.1200,1,SPT24011848
29.00,27.6700,1,SPT24011849
7.97,13.7800,1,SPT24011850
18.72,26.6100,5,MYCQY00007658
3.70,9.1200,1,SPT24011851
29.14,39.4300,1,SPT24011852
30.24,40.3900,1,SPT24011853
1.17,6.7800,1,SPT24011855
35.36,45.1600,1,SPT24011856
14.70,21.9400,1,SPT24011857
1.11,29.7800,3,XEN00001385
12.96,19.6100,1,SPT24011859
47.42,56.6000,1,SPT24011860
6.45,7.1000,1,AOR24000670
1.00,6.8900,1,SPT24011861
10.00,8.4800,1,SPT24011862
120.00,123.0700,1,SPT24011863
522.00,397.9200,1,SPT24011865
32.40,42.2900,1,SPT24011866
33.00,42.2900,1,SPT24011867
10.00,16.1100,1,SPT24011868
21.40,30.1000,1,SPT24011870
4.50,10.2800,1,SPT24011871
67.20,75.6800,1,SPT24011872
20.00,27.7700,1,SPT24011873
35.00,44.2000,1,SPT24011874
44.00,37.3100,1,SPT24011875
14.85,13.0400,1,AOR24000671
0.20,6.8900,1,SPT24011876
16.00,23.1100,1,SPT24011877
9.00,8.4800,5,MYCQY00007660
45.00,38.1600,8,300058137730
98.48,115.6500,1,SPT24011881
42.00,35.6200,9,66661366099000
75.00,63.6000,1,SPT24011883
10.00,8.4800,1,SPT24011884
26.00,22.0500,1,SPT24011885
3.90,10.7100,1,SPT24011886
1.32,6.8900,1,SPT24011887
0.30,6.7800,1,SPT24011888
66.60,74.7300,1,SPT24011889
1.00,9.0100,1,SPT24011890
60.00,44.5200,1,SPT24011891
9.10,11.1300,1,SPT24011892
38.44,71.0200,1,SPT24011893
1.00,6.8900,1,JHB24000659
2.00,8.1600,1,JHB24000660
0.18,6.8900,5,MYCQY00007661
0.33,6.8900,5,MYCQY00007662
2.00,6.1000,1,SPT24011897
2.00,6.1000,1,SPT24011898
3.86,8.1900,1,SPT24011899
9.80,16.1100,1,SPT24011900
20.40,28.9400,1,SPT24011901
10.70,17.2800,5,MYCQY00007663
46.00,43.8800,1,SPT24011903
56.00,53.4200,1,SPT24011904
34.00,32.4400,1,SPT24011905
54.00,51.5200,1,SPT24011906
29.00,27.6700,1,SPT24011907
36.00,34.3400,1,SPT24011908
4.16,10.7100,1,SPT24011909
179.86,133.5600,1,SPT24011910
6.80,12.6100,5,MYCQY00007664
33.99,25.2300,1,SPT24011912
150.00,111.3000,1,SPT24011913
140.00,103.8800,1,SPT24011914
0.39,6.7800,1,SPT24011915
204.20,194.7000,1,SPT24011917
3.00,12.9300,1,SPT24011918
31.88,49.9300,1,JHB24000661
18.00,25.4400,1,SPT24011919
47.00,44.8400,1,SPT24011920
173.00,167.7300,1,SPT24011922
0.05,6.7800,1,SPT24011923
35.00,44.2000,1,SPT24011925
211.00,167.1600,1,SPT24011928
1.00,6.8900,1,SPT24011930
10.00,8.4800,1,SPT24011931
16.00,24.7000,1,SPT24011933
114.64,178.8200,1,SPT24011935
39.95,78.9700,1,SBG24002264
32.05,56.2900,1,SBG24002268
52.14,77.4900,1,SBG24002265
32.86,47.2800,1,SPT24011936
120.00,138.9700,1,SBG24002266
9.86,17.0700,1,SPT24011937
9.60,22.7900,1,JHB24000662
15.36,32.3300,1,JHB24000663
1.00,6.8900,1,SPT24011939
1.85,6.3600,1,AOR24000673
1.65,6.3600,1,AOR24000674
