weigh,total,courier,consignnote
1.00,7.3000,1,SPT24004360
2.00,7.7000,1,SPT24004361
225.94,158.2100,1,SPT24004362
14.60,23.3000,5,MYCQY00006707
19.00,10.1200,1,SPT24004363
15.00,8.0000,1,SPT24004364
1.00,6.5000,5,MYCQY00006708
1.00,6.5000,1,SPT24004365
11.88,18.5000,1,SPT24004366
1.00,6.5000,1,SPT24004367
70.85,104.8000,1,JHB24000226
18.00,9.5900,1,SPT24004368
22.90,12.2400,1,SPT24004369
5.00,8.0000,1,SPT24004370
89.00,47.2200,1,SPT24004371
18.00,9.5900,1,SPT24004372
19.00,10.1200,1,SPT24004373
9.60,21.5000,1,JHB24000227
9.60,21.5000,1,JHB24000228
4.06,13.3000,5,MYCQY00006709
1.70,6.0000,1,AOR24000198
8.50,8.1000,1,AOR24000199
10.40,9.5000,1,AOR24000200
3.20,6.0000,1,AOR24000201
10.05,9.5000,1,AOR24000202
45.60,51.6900,1,SPT24004375
5.00,8.0000,1,SPT24004378
18.00,9.5900,1,SPT24004379
18.00,9.5900,1,SPT24004380
19.00,10.1200,1,SPT24004381
18.00,9.5900,1,SPT24004382
2.00,5.7500,1,SPT24004383
2.00,5.7500,1,SPT24004384
2.00,5.7500,1,SPT24004385
2.00,5.7500,5,MYCQY00006710
2.00,5.7500,1,SPT24004386
2.00,5.7500,1,SPT24004387
19.40,26.2500,1,SPT24004388
3.00,7.5000,1,SPT24004389
1.75,6.0000,1,AOR24000203
0.90,6.0000,1,AOR24000204
19.00,10.1200,1,SPT24004390
155.00,118.5000,1,SPT24004391
11.00,8.0000,1,SPT24004392
1.95,6.0000,1,AOR24000205
18.00,9.5900,1,SPT24004393
0.30,6.0000,1,AOR24000207
24.00,30.6600,1,SPT24004396
5.20,10.8000,1,SPT24004438
88.20,90.3000,5,MYCQY00006711
4.75,9.7000,1,SPT24004397
3.53,8.6000,1,SPT24004398
2.93,7.5000,5,MYCQY00006712
13.54,19.6000,1,SPT24004399
3.04,7.5000,1,SPT24004400
68.48,72.3000,1,SPT24004401
0.60,6.4000,1,SPT24004402
2.00,7.7000,1,JHB24000229
43.30,49.8000,1,SPT24004403
4.20,9.7000,1,SPT24004404
30.00,27.0000,8,300050666091
18.00,9.5900,1,SPT24004406
69.60,63.0100,1,SPT24004407
24.14,35.3000,1,JHB24000230
23.20,21.6000,1,SPT24004408
0.20,6.4000,5,MYCQY00006713
1.22,6.4000,2,8005001825
19.00,10.1200,1,SPT24004409
19.00,10.1200,1,SPT24004410
18.00,9.5900,1,SPT24004412
1.00,5.0000,1,SPT24004413
9.00,8.0000,1,SPT24004414
18.00,9.5900,1,SPT24004415
8.20,16.1000,1,JHB24000231
12.02,18.5000,1,SPT24004418
12.44,19.7100,5,MYCQY00006714
0.50,6.5000,1,SPT24004419
0.10,6.5000,1,SPT24004420
583.75,497.2900,1,SPT24004421
8.40,14.9000,5,MYCQY00006715
88.00,89.5300,1,SPT24004422
10.02,16.1000,1,SPT24004423
5.48,11.3000,5,MYCQY00006716
5.48,11.3000,1,SPT24004424
12.16,19.7100,1,SPT24004425
22.00,17.6000,1,SPT24004426
19.00,15.2000,1,SPT24004427
12.46,19.7100,1,SPT24004428
21.99,15.4000,1,SPT24004430
45.00,36.0000,8,300050689522
114.00,89.8000,1,SPT24004431
30.50,27.9000,1,SPT24004432
2.02,8.5000,1,SPT24004433
30.00,21.0000,1,SPT24004434
90.00,72.0000,8,300050700315
238.00,176.6100,9,66660843201000
153.00,117.1000,1,SPT24004435
9.60,21.5000,1,JHB24000232
12.00,20.5000,1,SPT24004436
62.00,49.6000,1,SPT24004437
42.58,48.9000,1,SPT24004439
1.30,6.4000,1,SPT24004440
2.50,7.5000,1,SPT24004441
3.20,8.6000,1,SPT24004442
32.80,39.9700,1,SPT24004443
4.10,9.7000,1,SPT24004444
154.00,117.8000,9,66660842202000
17.16,25.7000,1,SPT24004446
11.90,17.4300,1,SPT24004449
1.65,6.5000,1,SPT24004451
1.65,6.5000,1,SPT24004452
1.65,6.5000,1,SPT24004453
1.65,6.5000,1,SPT24004454
1.65,6.5000,5,MYCQY00006717
1.65,6.5000,1,SPT24004455
1.65,6.5000,1,SPT24004456
1.65,6.5000,1,SPT24004457
1.65,6.5000,1,SPT24004458
1.65,6.5000,5,MYCQY00006718
1.65,6.5000,1,SPT24004459
1.65,6.5000,1,SPT24004460
1.65,6.5000,1,SPT24004461
1.65,6.5000,1,SPT24004462
1.65,6.5000,5,MYCQY00006719
1.65,6.5000,1,SPT24004463
1.65,6.5000,1,SPT24004464
1.65,6.5000,1,SPT24004465
1.65,6.5000,1,SPT24004466
1.65,6.5000,1,SPT24004467
1.65,6.5000,1,SPT24004468
1.65,6.5000,1,SPT24004469
1.65,6.5000,1,SPT24004470
1.65,6.5000,1,SPT24004471
1.65,6.5000,1,SPT24004472
1.65,6.5000,1,SPT24004473
1.65,6.5000,1,SPT24004474
1.65,6.5000,5,MYCQY00006720
1.65,6.5000,1,SPT24004475
1.65,6.5000,1,SPT24004476
1.65,6.5000,1,SPT24004477
1.65,6.5000,1,SPT24004478
1.65,6.5000,1,SPT24004479
1.65,6.5000,1,SPT24004480
1.65,6.5000,1,SPT24004481
121.80,85.4000,1,SPT24004483
32.15,43.1000,1,SPT24004484
2.40,7.5000,1,SPT24004486
0.50,6.4000,1,SPT24004487
1.46,6.4000,1,SPT24004488
14.30,20.7000,1,SPT24004489
19.68,26.2000,1,SPT24004490
10.90,16.3200,1,SPT24004491
54.58,72.1000,1,SPT24004492
0.07,6.4000,1,SPT24004493
71.25,75.0100,1,SPT24004494
9.32,15.2000,1,SPT24004495
1.60,6.7800,5,MYCQY00006721
7.61,13.0000,1,SPT24004496
1.50,6.0000,1,AOR24000209
70.60,51.5100,1,AOR24000210
2.65,6.0000,1,AOR24000211
4.25,6.0000,1,AOR24000212
142.20,144.5000,1,SPT24004497
15.36,30.5000,1,JHB24000234
9.60,21.5000,1,JHB24000235
31.00,52.8000,1,JHB24000236
6.00,15.5000,1,JHB24000237
9.35,8.8000,1,AOR24000213
6.35,6.7000,1,AOR24000214
19.00,10.1200,1,SPT24004499
5.00,8.0000,1,SPT24004500
5.00,8.0000,1,SPT24004501
45.40,24.4300,1,SPT24004502
3.40,6.0000,1,AOR24000216
0.70,6.0000,1,AOR24000217
19.00,10.1200,1,SPT24004503
19.00,10.1200,1,SPT24004504
91.00,102.1000,1,KLT24000012
18.00,9.5900,1,SPT24004505
9.05,8.8000,1,AOR24000218
19.00,10.1200,1,SPT24004506
44.80,50.7800,1,SPT24004507
19.00,10.1200,1,SPT24004508
25.04,35.1000,1,KLT24000013
26.00,13.8300,1,SPT24004509
30.00,28.6200,8,300050699756
80.00,72.0100,8,300050729665
0.20,6.5000,1,SPT24004511
1.00,6.5000,1,SPT24004512
0.10,6.5000,1,SPT24004513
0.10,6.5000,1,SPT24004514
0.10,6.5000,1,SPT24004515
0.20,6.5000,5,MYCQY00006722
0.20,6.5000,1,SPT24004516
15.00,20.7300,1,SPT24004517
21.00,16.8000,1,SPT24004518
37.00,29.6000,1,SPT24004519
15.00,20.7300,1,SPT24004520
11.98,18.5000,1,SPT24004521
86.00,87.7300,1,SPT24004522
0.30,6.4000,1,SPT24004523
43.00,48.9800,1,SPT24004524
340.00,308.4600,5,MYCQY00006723
26.80,39.7000,1,SBG24000764
39.13,50.1000,1,SPT24004525
4.00,8.9000,1,SPT24004526
3.00,7.5000,1,SPT24004527
12.50,19.7100,1,SPT24004528
1.00,6.5000,1,SPT24004529
1.00,6.5000,1,SPT24004530
1.00,6.5000,1,SPT24004531
1.00,6.5000,1,SPT24004532
211.00,157.7000,1,SPT24004533
1.05,6.4000,1,SPT24004534
13.28,19.6000,1,SPT24004535
14.16,21.9400,5,MYCQY00006724
12.00,18.4400,1,SPT24004536
24.96,33.6000,5,MYCQY00006725
43.05,49.8000,1,SPT24004537
10.30,18.3380,1,SPT24004538
55.26,73.3000,1,SPT24004539
2.50,9.7000,1,SPT24004540
16.92,26.5000,1,SPT24004541
60.60,54.9000,1,SPT24004542
102.00,81.4000,1,SPT24004543
65.00,52.0000,1,SPT24004544
48.00,38.4000,8,300050805462
2.77,8.1620,1,SPT24004545
34.00,27.2000,1,SPT24004546
16.00,13.5680,5,MYCQY00006726
38.46,49.1000,1,SPT24004547
28.00,35.0600,1,SPT24004548
43.60,49.8800,1,SPT24004549
7.60,13.0200,1,SPT24004550
4.50,9.7100,1,SPT24004551
14.80,20.7300,1,SPT24004552
36.00,25.2000,1,SPT24004554
36.00,25.2000,1,SPT24004555
840.85,339.3500,1,SPT24004556
80.00,82.3200,1,SPT24004557
34.80,41.7700,1,SPT24004559
11.60,17.4300,1,SPT24004560
561.14,227.7600,1,SPT24004561
6.00,14.5000,1,SPT24004562
16.78,25.7000,1,SPT24004563
57.60,76.9000,1,SBG24000770
64.84,101.7000,1,SPT24004564
1.50,11.5000,1,SPT24004566
2.40,6.0000,1,AOR24000220
2.00,5.7500,1,SPT24004567
211.00,157.7000,1,SPT24004568
7.20,18.5000,1,JHB24000239
9.60,21.5000,1,JHB24000240
2.52,6.0000,1,AOR24000221
161.58,115.2000,1,AOR24000222
5.54,6.0000,1,AOR24000223
32.80,39.9700,1,SPT24004570
33.20,40.8700,1,SPT24004571
16.60,22.9400,1,SPT24004572
0.95,6.0000,1,AOR24000224
19.00,10.1200,1,SPT24004575
13.00,8.0000,1,SPT24004576
18.00,9.5900,1,SPT24004577
18.99,26.9000,1,SPT24004578
18.00,9.5900,1,SPT24004579
13.00,8.0000,1,SPT24004580
18.00,9.5900,1,SPT24004581
14.00,8.0000,1,SPT24004583
13.00,8.0000,1,SPT24004584
5.00,8.0000,1,SPT24004585
20.40,27.3500,1,SPT24004586
27.10,35.0000,1,SPT24004587
3.45,8.6000,1,SPT24004588
18.88,25.1000,1,SPT24004589
1.96,6.7800,5,MYCQY00006730
18.80,25.1000,1,SPT24004590
5.96,10.8000,1,SPT24004591
13.90,20.9000,1,SPT24004592
15.30,17.1000,1,SPT24004593
46.00,41.4000,8,300050969385
11.00,10.4940,5,MYCQY00006731
9.50,15.2200,1,SPT24004594
149.20,135.0000,1,SPT24004595
30.20,38.1700,1,SPT24004596
16.41,25.9700,1,SPT24004597
392.77,275.1100,1,SPT24004598
16.80,18.2000,1,SPT24004599
9.30,10.5000,1,SPT24004600
52.86,47.7000,1,SPT24004601
44.40,53.7400,5,MYCQY00006732
11.20,18.5000,1,SPT24004602
39.88,52.3000,1,SPT24004603
1.00,5.0000,1,SPT24004604
10.42,17.3000,1,SPT24004606
16.94,18.2000,1,SBG24000781
34.70,31.5000,8,300050947713
7.18,14.9000,1,JHB24000241
14.18,23.3000,5,MYCQY00006733
9.90,16.1000,1,SPT24004607
48.02,58.1000,1,SPT24004608
5.30,10.8100,1,SPT24004609
6.70,11.9100,1,SPT24004610
7.00,11.9100,1,SPT24004611
0.80,6.4000,1,SPT24004612
1.00,6.5000,1,SPT24004613
1.40,5.0000,5,MYCQY00006734
4.35,10.2800,5,MYCQY00006735
46.00,51.6900,1,SPT24004614
3.00,8.9000,1,KLT24000014
13.32,20.9000,1,SPT24004615
68.00,47.6000,1,SPT24004616
112.00,78.4000,1,SPT24004617
16.60,22.9400,1,SPT24004618
10.40,16.3200,1,SPT24004619
3.08,8.9000,1,SPT24004620
3.50,8.6100,1,SPT24004622
16.00,21.8400,1,SPT24004624
0.70,6.7800,2,8005001827
13.74,20.7800,1,SPT24004625
9.13,16.1100,1,SPT24004626
65.36,69.6000,5,MYCQY00006736
12.00,18.4400,1,SPT24004627
1.10,6.7800,1,SPT24004628
10.81,17.2800,1,SPT24004629
0.45,15.9500,3,XEN00001273
1.85,6.7800,1,SPT24004630
37.74,50.1000,1,JHB24000242
8.54,14.9500,5,MYCQY00006737
1.40,6.7800,1,SPT24004633
10.65,17.2800,1,SPT24004634
9.60,21.5000,1,JHB24000243
30.72,52.8000,1,JHB24000244
9.60,21.5000,1,JHB24000245
1.00,6.5000,5,MYCQY00006738
2.00,5.7500,1,SPT24004636
42.00,33.6000,8,300051029297
11.00,9.3280,1,SPT24004639
7.00,8.4800,1,SPT24004640
10.00,8.4800,1,SPT24004641
24.00,20.3520,1,SPT24004642
1.26,7.7000,5,MYCQY00006739
131.00,101.7000,1,SPT24004644
58.00,46.4000,1,SPT24004645
7.56,13.7800,5,MYCQY00006740
6.60,12.6100,1,SPT24004647
2.85,43.6000,3,XEN00001274
0.65,15.9500,3,XEN00001275
6.38,12.6100,1,SPT24004650
11.01,17.2800,1,SPT24004651
96.20,106.2000,1,SPT24004652
14.00,14.9000,1,SPT24004653
8.00,8.3000,1,SPT24004654
15.50,17.1000,1,SPT24004655
10.20,11.6000,1,SPT24004656
13.10,14.9000,1,SPT24004657
4.90,5.0000,1,SPT24004658
129.00,100.3000,1,SPT24004659
112.00,88.4000,1,SPT24004660
90.40,97.6300,1,SPT24004663
4.23,10.2800,5,MYCQY00006741
24.16,36.1500,1,SPT24004664
133.24,148.9000,1,SPT24004665
5.36,11.3000,5,MYCQY00006742
12.02,18.5000,1,SPT24004667
11.94,18.5000,1,SPT24004668
1.40,6.3600,1,AOR24000227
11.65,10.8120,1,AOR24000228
2.95,6.3600,1,AOR24000229
0.75,6.3600,1,AOR24000230
11.94,18.5000,1,SPT24004669
1.00,6.5000,1,SPT24004670
0.80,6.7800,5,MYCQY00006743
14.95,23.3000,1,JHB24000246
4.10,10.2800,5,MYCQY00006744
1.00,6.5000,1,SPT24004673
6.80,12.6100,1,SPT24004674
147.00,102.9000,1,SPT24004675
1.00,6.5000,1,SPT24004676
1.00,6.5000,1,SPT24004677
120.00,84.0100,1,SPT24004678
96.00,67.2000,1,SPT24004679
12.78,19.6100,1,SPT24004682
1.00,6.5000,5,MYCQY00006745
11.90,18.4440,1,SPT24004684
29.20,39.4320,1,SPT24004685
0.80,6.7840,1,SPT24004686
18.00,9.5900,1,SPT24004688
19.00,10.1200,1,SPT24004689
19.00,10.1200,1,SPT24004690
13.00,8.0000,1,SPT24004691
0.28,6.5000,1,SPT24004692
154.00,107.8000,1,SPT24004693
110.00,86.9900,8,300051074210
125.00,97.5000,8,300051028805
11.88,19.6100,1,SPT24004696
110.00,86.9900,1,SPT24004697
0.78,6.5000,1,SPT24004698
2.50,8.9000,1,SPT24004699
1.28,7.7000,1,SPT24004700
15.30,17.1000,1,SPT24004701
1.00,5.0000,1,SPT24004702
60.00,48.0000,1,SPT24004703
78.80,71.1000,8,300051073185
342.00,249.4100,1,SPT24004705
12.96,19.6100,1,SPT24004708
18.42,26.6100,5,MYCQY00006746
0.20,6.8900,1,SPT24004710
3.00,12.2000,1,SPT24004711
260.00,182.0000,1,SPT24004712
23.85,32.4400,1,SPT24004713
6.00,16.7000,1,SPT24004714
444.00,310.8100,1,SPT24004715
225.93,158.2100,1,SPT24004716
79.94,56.0000,1,SPT24004717
20.00,39.7000,1,SPT24004718
193.00,135.1100,1,SPT24004719
2.00,6.5000,1,SPT24004720
88.96,62.3100,1,SPT24004721
3.00,7.9500,1,SPT24004723
7.00,12.6100,1,SPT24004724
7.65,14.5220,1,SPT24004725
29.80,39.4300,1,SPT24004726
20.80,28.9400,1,SPT24004727
121.80,85.4000,1,SPT24004728
55.80,39.2000,1,SPT24004729
600.00,540.2000,1,SPT24004730
4.03,14.7300,1,SBG24000823
1.50,6.7800,1,SPT24004732
5.40,11.9800,1,SPT24004739
6.30,14.5200,1,SBG24000811
20.55,28.9400,1,SPT24004742
11.73,18.4400,1,SPT24004743
2.20,7.9500,1,SPT24004744
7.98,13.7800,1,SPT24004745
6.46,12.6100,1,SPT24004746
80.00,85.1300,1,SPT24004747
2.50,7.9500,1,SPT24004749
46.80,55.6500,1,SPT24004750
42.80,51.8300,1,SPT24004751
7.20,18.5000,1,JHB24000248
9.60,21.5000,1,JHB24000249
9.60,21.5000,1,JHB24000250
47.00,78.0200,1,JHB24000251
5.23,13.2500,1,JHB24000252
2.40,9.4300,1,SPT24004753
136.00,136.5500,1,SPT24004754
2.00,6.1000,1,SPT24004755
2.00,6.1000,5,MYCQY00006747
2.00,6.1000,1,SPT24004756
2.00,6.1000,1,SPT24004757
16.60,24.2700,1,SPT24004758
224.68,244.6500,1,SPT24004759
1.80,8.1600,1,SPT24004760
199.03,87.5600,1,SPT24004762
32.80,42.2900,1,SPT24004763
210.41,92.6400,1,SPT24004764
1.65,6.3600,1,AOR24000232
25.75,21.2000,1,AOR24000233
10.20,10.0700,1,AOR24000234
6.75,7.1000,1,AOR24000235
30.20,29.5740,8,300051007284
174.00,168.5700,1,SPT24004767
114.06,178.8200,1,SPT24004770
34.00,43.2500,1,SPT24004772
3.34,10.7100,1,JHB24000253
2.26,9.4300,1,JHB24000254
5.89,13.2500,1,JHB24000255
22.72,31.2700,5,MYCQY00006750
40.58,568.7600,3,XEN00001276
3.18,9.1200,1,SPT24004776
0.80,6.7800,1,SPT24004777
8.10,14.9500,1,SPT24004778
29.43,39.4300,1,SPT24004779
3.40,6.3600,1,AOR24000236
24.80,18.5500,1,SPT24004780
83.20,90.9500,1,SPT24004781
3.80,9.1200,5,MYCQY00006751
19.00,10.7300,1,SPT24004789
52.00,73.8800,1,SBG24000830
1.44,6.8900,5,MYCQY00006757
17.20,25.4400,1,SPT24004796
0.40,6.5000,1,SPT24004797
13.00,8.4800,1,SPT24004798
13.00,8.4800,1,SPT24004799
19.00,10.7300,1,SPT24004800
17.90,27.2400,1,SPT24004801
19.00,10.7300,1,SPT24004802
98.60,94.4460,1,SPT24004803
16.74,33.9200,1,SPT24004804
123.60,118.2960,8,300051145969
44.60,42.9300,8,300051131836
270.00,210.9400,1,SPT24004808
100.00,84.8000,1,SPT24004809
7.00,8.4800,1,SPT24004810
116.00,96.6700,1,SPT24004811
60.00,50.8800,1,SPT24004812
179.00,143.4200,1,SPT24004813
2.50,7.9500,5,MYCQY00006758
1.00,6.7800,5,MYCQY00006759
2.50,7.9500,5,MYCQY00006760
10.06,18.3400,5,MYCQY00006761
12.24,20.8800,5,MYCQY00006762
160.00,198.5400,1,SPT24004819
8.04,14.5200,5,MYCQY00006763
80.30,88.0900,1,SPT24004821
49.38,58.5100,1,SPT24004822
46.00,54.7000,1,SPT24004823
0.07,6.7800,1,SBG24000838
61.20,69.9600,1,SPT24004825
18.00,25.4400,1,SPT24004829
82.40,89.9900,1,SPT24004831
19.40,27.7700,1,SPT24004832
16.40,24.2700,1,SPT24004833
2.59,12.9300,1,SPT24004834
13.85,30.4200,1,SPT24004835
13.42,22.1500,5,MYCQY00006765
1.00,6.8900,5,MYCQY00006766
68.00,57.6600,1,SPT24004840
132.00,108.5400,8,300051192713
156.00,126.3500,1,SPT24004842
98.00,83.1000,1,SPT24004843
17.80,36.7800,1,SPT24004844
2.65,9.4300,1,SPT24004845
8.00,14.5200,1,SPT24004846
330.00,255.4600,1,SPT24004847
18.00,15.2600,5,MYCQY00006767
324.00,251.0100,1,SPT24004849
5.44,11.9800,1,SPT24004850
18.00,30.6300,1,SPT24004851
82.00,110.7700,1,SPT24004852
4.10,6.3600,1,AOR24000237
2.10,5.3000,1,SPT24004853
29.00,53.0000,1,JHB24000256
23.04,43.4600,1,JHB24000257
30.72,55.9700,1,JHB24000258
9.60,22.7900,1,JHB24000259
9.60,22.7900,1,JHB24000260
28.00,23.7400,1,SPT24004854
45.00,38.1600,8,300051354525
46.00,39.0100,1,SPT24004856
22.00,18.6600,1,SPT24004857
2.00,6.1000,1,SPT24004858
2.00,6.1000,1,SPT24004859
13.98,20.7800,1,SPT24004861
7.40,13.7800,5,MYCQY00006768
1.50,6.7800,1,SPT24004863
1.00,6.7800,5,MYCQY00006769
3.47,9.1200,5,MYCQY00006770
1.00,6.7800,5,MYCQY00006771
3.65,6.3600,1,AOR24000238
91.30,70.1700,1,AOR24000239
22.35,18.9700,1,AOR24000240
89.30,68.6900,1,AOR24000241
5.10,6.3600,1,AOR24000242
1.15,6.7800,1,SPT24004867
5.80,11.4500,1,SPT24004868
1.75,6.7800,1,SPT24004869
72.94,80.4500,1,SPT24004870
2.00,6.1000,1,SPT24004871
1.00,6.8900,1,SPT24004872
3.00,12.9300,1,SPT24004873
1.00,9.0100,1,SPT24004874
9.90,16.1100,1,SPT24004875
17.80,27.2400,1,SBG24000851
167.92,174.3700,1,SBG24000852
100.00,84.8000,1,JHB24000261
8.30,9.9600,1,SPT24004876
153.60,151.7200,1,SPT24004878
60.00,78.7600,1,SPT24004879
2.10,7.9500,5,MYCQY00006772
1.22,6.7800,1,SPT24004881
149.40,148.3500,1,SPT24004882
13.60,20.7800,1,SPT24004883
8.20,14.9500,1,SPT24004884
45.68,54.7000,5,MYCQY00006773
210.00,155.8200,1,SPT24004886
10.04,17.0700,5,MYCQY00006774
280.00,218.3600,1,SPT24004888
222.00,175.3200,8,300051393682
0.01,6.8900,1,SPT24004890
0.06,6.8900,1,SPT24004891
47.00,39.8600,1,SPT24004892
80.00,87.1300,1,SPT24004893
21.70,32.3300,1,SPT24004894
12.00,19.6100,1,SPT24004896
0.11,6.7800,1,SPT24004897
11.94,19.6100,1,SPT24004898
8.14,15.7900,1,SPT24004900
12.02,19.6100,5,MYCQY00006775
0.11,6.7800,1,SPT24004904
25.80,37.4200,1,SBG24000862
170.00,136.7400,1,SPT24004906
9.50,17.0700,5,MYCQY00006777
1.00,9.0100,1,SPT24004907
2.00,6.1000,1,SPT24004908
9.10,16.1100,1,SPT24004909
4.60,10.2800,1,SPT24004910
1.00,5.3000,1,SPT24004911
10.10,12.3000,1,SPT24004913
14.90,16.9600,1,SPT24004914
113.94,84.5900,1,SPT24004917
74.97,55.6500,1,SPT24004918
1.00,7.7400,1,SPT24004921
1.00,7.7400,5,MYCQY00006779
1.00,7.7400,1,SPT24004927
0.26,6.8900,1,SPT24004928
8.50,14.9500,1,SPT24004929
49.20,58.5100,1,SPT24004930
48.00,35.6200,1,SPT24004932
19.50,22.7900,1,SPT24004936
229.16,219.4200,1,SPT24004937
40.00,53.1100,1,SPT24004940
139.95,103.8800,1,SPT24004941
97.90,72.7200,1,SPT24004943
2.00,6.7800,1,SPT24004950
6.00,13.2500,5,MYCQY00006783
139.30,133.5600,9,66660878712000
13.32,22.1500,1,SPT24004962
256.00,237.6700,1,SPT24004964
20.08,28.9400,5,MYCQY00006784
9.09,16.1100,1,SPT24004966
6.60,12.6100,1,SPT24004967
4.55,10.2800,1,SPT24004968
6.87,12.6100,1,SPT24004969
4.88,71.2300,3,XEN00001278
8.96,14.9500,5,MYCQY00006785
6.40,12.6100,1,SPT24004972
2.25,7.9500,5,MYCQY00006786
14.50,21.9400,5,MYCQY00006787
0.07,6.7800,1,SBG24000863
0.04,6.7800,1,SBG24000864
0.18,7.7400,1,SPT24004975
28.00,42.0800,1,SPT24004971
52.00,44.1000,8,300051485274
51.30,49.6080,8,300051528895
1.00,6.7800,1,SPT24004980
31.00,55.9700,1,JHB24000262
9.60,22.7900,1,JHB24000263
9.60,22.7900,1,JHB24000264
19.20,38.6900,1,JHB24000265
10.20,10.4940,5,MYCQY00006788
2.00,6.1000,1,SPT24004981
0.90,6.3600,1,AOR24000244
15.85,13.7800,1,AOR24000245
3.90,6.3600,1,AOR24000246
6.00,6.3600,1,AOR24000247
3.20,6.3600,1,AOR24000248
6.00,11.4500,1,SPT24004982
96.00,102.4000,1,SPT24004983
3.20,6.3600,1,AOR24000250
6.05,7.1000,1,AOR24000251
4.15,6.3600,1,AOR24000252
105.63,122.8500,1,KLT24000015
31.60,30.5280,1,SPT24004984
22.20,31.2700,1,SPT24004985
12.04,19.6100,1,SPT24004986
12.02,19.6100,1,SPT24004987
8.00,13.7800,1,SPT24004988
49.78,64.7700,1,KLT24000016
11.84,19.6100,1,SPT24004989
41.45,33.0700,1,AOR24000253
194.00,154.5500,8,300051532208
237.00,256.1000,1,AOR24000254
16.34,29.5700,1,SBG24000875
0.33,6.8900,1,SPT24004992
5.30,11.4500,1,SPT24004993
17.78,27.2400,1,SPT24004994
41.70,40.0680,1,SPT24004996
164.00,160.1400,1,SPT24004997
113.00,94.4500,5,MYCQY00006789
89.30,96.6700,1,SPT24004999
4.20,10.2800,1,SPT24005000
69.00,76.6400,1,SPT24005001
10.10,17.2800,1,SPT24005003
33.00,45.6900,1,KLT24000017
33.00,46.7500,1,KLT24000018
42.00,56.2900,1,KLT24000019
42.00,56.2900,1,KLT24000020
22.00,33.3900,1,KLT24000021
33.00,46.7500,1,KLT24000022
22.00,33.3900,1,KLT24000023
17.00,25.9700,1,KLT24000024
17.00,27.0300,1,KLT24000025
37.00,50.9900,1,KLT24000026
54.00,69.0100,1,KLT24000027
16.46,27.0300,1,KLT24000028
33.00,45.6900,1,KLT24000029
17.00,25.9700,1,KLT24000030
33.00,46.7500,1,KLT24000031
33.00,46.7500,1,KLT24000032
38.00,52.0500,1,KLT24000033
33.00,46.7500,1,KLT24000034
28.00,41.0200,1,KLT24000035
37.00,50.9900,1,KLT24000036
22.00,32.3300,1,KLT24000037
23.00,34.6600,1,KLT24000038
28.00,41.0200,1,KLT24000039
28.00,41.0200,1,KLT24000040
28.00,41.0200,1,KLT24000041
16.00,25.7600,1,KLT24000042
16.00,25.7600,1,KLT24000043
33.00,46.7500,1,KLT24000044
16.46,27.0300,1,KLT24000045
22.00,33.3900,1,KLT24000046
33.00,46.7500,1,KLT24000047
23.00,34.6600,1,KLT24000048
22.00,33.3900,1,KLT24000049
11.66,20.6700,1,KLT24000050
11.66,20.6700,1,KLT24000051
23.00,34.6600,1,KLT24000052
10.78,19.4000,1,KLT24000053
10.78,19.4000,1,KLT24000054
23.00,34.6600,1,KLT24000055
13.17,20.7800,1,SPT24005004
50.50,59.4700,1,SPT24005005
15.38,24.7000,1,SPT24005006
6.80,12.6100,5,MYCQY00006790
1.32,6.8900,5,MYCQY00006791
70.00,51.9400,1,SPT24005009
22.00,18.6600,1,SPT24005010
2.50,7.9500,5,MYCQY00006792
2.50,7.9500,5,MYCQY00006793
2.00,6.1000,1,SPT24005013
378.00,291.0800,1,SPT24005014
102.00,86.2800,8,300051588872
1.00,6.8900,1,SPT24005016
34.00,28.8300,1,SPT24005017
292.00,227.2600,8,300051573865
45.00,38.1600,1,SPT24005019
18.00,15.2600,5,MYCQY00006794
1.00,6.7800,1,SPT24005021
0.84,9.0100,1,SPT24005022
165.88,123.1700,1,SPT24005023
70.00,51.9400,1,SPT24005024
10.12,18.3400,5,MYCQY00006795
110.08,82.3600,1,SPT24005026
98.00,123.0700,1,SPT24005027
20.00,27.7700,1,SPT24005029
23.00,31.2700,1,SPT24005031
452.78,416.0500,1,SPT24005033
77.80,85.2200,1,SPT24005034
29.40,39.4300,5,MYCQY00006796
2.30,7.9500,5,MYCQY00006797
26.00,37.4200,1,SPT24005037
170.00,165.2000,1,SPT24005038
1.00,6.8900,5,MYCQY00006798
20.00,27.7700,1,SPT24005040
45.20,54.7000,1,SPT24005041
6.20,98.8800,3,XEN00001279
32.20,42.2900,5,MYCQY00006799
433.00,331.8900,1,SPT24005039
164.00,132.2900,1,SPT24005042
2.00,8.1600,1,SPT24005043
27.70,26.7120,1,SPT24005044
1.55,6.3600,1,AOR24000255
2.00,6.1000,1,SPT24005045
9.60,22.7900,1,JHB24000266
6.15,7.1000,1,AOR24000256
15.36,32.3300,1,JHB24000267
23.04,43.4600,1,JHB24000268
3.95,6.3600,1,AOR24000257
1.00,6.8900,1,SPT24005047
85.60,82.0440,1,SPT24005048
49.60,58.5100,1,SPT24005049
41.60,50.8800,1,SPT24005050
0.10,6.8900,1,SPT24005051
8.08,15.7900,1,SPT24005052
4.65,6.3600,1,AOR24000258
69.28,81.0900,1,SPT24005053
7.00,14.5200,1,SPT24005054
3.25,6.3600,1,AOR24000259
