consignnote,courier,state,weigh,total,datepickup
MYCQY00007085,5,SELANGOR,2.70,7.9500,"2024-04-01 00:00:00"
SPT24007070,1,SELANGOR,1.05,8.1600,"2024-04-01 00:00:00"
SPT24007071,1,"KUALA LUMPUR",2.00,6.7800,"2024-04-01 00:00:00"
SPT24007072,1,"PULAU PINANG",1.00,8.0000,"2024-04-01 00:00:00"
SPT24007073,1,JOHOR,3113.35,1275.1800,"2024-04-01 00:00:00"
SPT24007074,1,JOHOR,256.00,200.5500,"2024-04-01 00:00:00"
66661001165000,9,SELANGOR,103.00,87.0300,"2024-04-01 00:00:00"
SPT24007076,1,"NEGERI SEMBILAN",1.61,6.7800,"2024-04-01 00:00:00"
SPT24007077,1,"NEGERI SEMBILAN",1.50,6.7800,"2024-04-01 00:00:00"
SPT24007078,1,SELANGOR,41.00,49.9300,"2024-04-01 00:00:00"
SPT24007079,1,PERAK,0.50,6.7800,"2024-04-01 00:00:00"
SPT24007080,1,MELAKA,1.00,9.5400,"2024-04-02 00:00:00"
SPT24007081,1,"PULAU PINANG",1.00,6.8900,"2024-04-01 00:00:00"
SPT24007082,1,"PULAU PINANG",1.00,6.8900,"2024-04-01 00:00:00"
SPT24007083,1,PERAK,1.00,6.8900,"2024-04-01 00:00:00"
SPT24007084,1,"PULAU PINANG",1.00,6.8900,"2024-04-01 00:00:00"
SPT24007085,1,"PULAU PINANG",0.05,6.7800,"2024-04-01 00:00:00"
SPT24007086,1,SELANGOR,29.30,39.4300,"2024-04-01 00:00:00"
SPT24007087,1,JOHOR,155.73,69.3200,"2024-04-01 00:00:00"
SPT24007088,1,JOHOR,233.57,102.4000,"2024-04-01 00:00:00"
SPT24007089,1,SELANGOR,2.00,6.8900,"2024-04-01 00:00:00"
SPT24007090,1,MELAKA,1.00,6.8900,"2024-04-01 00:00:00"
XEN00001308,3,SABAH,1.00,15.9500,"2024-04-01 00:00:00"
SPT24007093,1,SELANGOR,35.00,29.6800,"2024-04-01 00:00:00"
SPT24007094,1,JOHOR,67.62,32.0100,"2024-04-01 00:00:00"
SPT24007095,1,PAHANG,316.82,235.2100,"2024-04-01 00:00:00"
SPT24007096,1,SELANGOR,0.33,6.8900,"2024-04-01 00:00:00"
SPT24007097,1,"PULAU PINANG",2.00,6.8900,"2024-04-01 00:00:00"
JHB24000373,1,PUTRAJAYA,8.00,15.7900,"2024-04-01 00:00:00"
SPT24007098,1,"KUALA LUMPUR",0.08,6.8900,"2024-04-01 00:00:00"
SPT24007099,1,SELANGOR,0.60,6.7800,"2024-04-01 00:00:00"
SPT24007100,1,SELANGOR,41.70,50.8800,"2024-04-01 00:00:00"
SPT24007101,1,SELANGOR,70.80,78.5500,"2024-04-01 00:00:00"
SPT24007102,1,"PULAU PINANG",2.00,6.1000,"2024-04-01 00:00:00"
SPT24007103,1,SELANGOR,10.30,17.2800,"2024-04-01 00:00:00"
SPT24007104,1,SELANGOR,19.80,27.7700,"2024-04-01 00:00:00"
SPT24007105,1,SELANGOR,3.20,9.5400,"2024-04-01 00:00:00"
SPT24007106,1,PERAK,1.00,6.8900,"2024-04-01 00:00:00"
SPT24007107,1,JOHOR,1.00,6.8900,"2024-04-01 00:00:00"
SPT24007108,1,"KUALA LUMPUR",8.10,15.7900,"2024-04-01 00:00:00"
SPT24007109,1,SELANGOR,1.00,6.8900,"2024-04-01 00:00:00"
SPT24007110,1,JOHOR,3.00,8.1600,"2024-04-02 00:00:00"
SPT24007111,1,SELANGOR,4.00,10.7100,"2024-04-01 00:00:00"
SPT24007112,1,SELANGOR,103.00,98.2600,"2024-04-02 00:00:00"
SPT24007113,1,SELANGOR,9.00,9.5400,"2024-04-02 00:00:00"
SBG24001278,1,KEDAH,64.80,78.1200,"2024-04-02 00:00:00"
SBG24001268,1,JOHOR,18.06,29.7900,"2024-04-02 00:00:00"
SPT24007114,1,SELANGOR,96.93,113.5300,"2024-04-01 00:00:00"
SPT24007117,1,MELAKA,46.00,43.8800,"2024-04-03 00:00:00"
SPT24007118,1,"NEGERI SEMBILAN",22.00,20.9900,"2024-04-02 00:00:00"
SPT24007119,1,MELAKA,68.00,64.8700,"2024-04-03 00:00:00"
SPT24007120,1,SELANGOR,9.30,16.1100,"2024-04-01 00:00:00"
SPT24007121,1,"KUALA LUMPUR",1.00,6.8900,"2024-04-01 00:00:00"
SPT24007122,1,JOHOR,9.60,16.1100,"2024-04-01 00:00:00"
SPT24007123,1,JOHOR,434.69,187.6200,"2024-04-01 00:00:00"
SPT24007124,1,"KUALA LUMPUR",50.29,64.7700,"2024-04-01 00:00:00"
SPT24007125,1,"KUALA LUMPUR",2.00,6.7800,"2024-04-01 00:00:00"
JHB24000374,1,JOHOR,3.60,10.7100,"2024-04-02 00:00:00"
SPT24007126,1,SELANGOR,42.40,51.8300,"2024-04-01 00:00:00"
SBG24001269,1,KEDAH,293.60,310.4700,"2024-04-02 00:00:00"
SPT24007127,1,SELANGOR,47.00,44.8400,"2024-04-03 00:00:00"
SPT24007128,1,"NEGERI SEMBILAN",47.00,44.8400,"2024-04-03 00:00:00"
SPT24007130,1,"KUALA LUMPUR",43.00,36.4600,"2024-04-02 00:00:00"
SPT24007131,1,KELANTAN,3.00,12.9300,"2024-04-01 00:00:00"
SPT24007132,1,"PULAU PINANG",3.00,12.9300,"2024-04-01 00:00:00"
KUA24000010,1,KEDAH,4.00,14.4200,"2024-04-02 00:00:00"
SPT24007134,1,JOHOR,74.00,70.6000,"2024-04-03 00:00:00"
SBG24001271,1,MELAKA,168.00,190.2700,"2024-04-03 00:00:00"
SBG24001272,1,"KUALA LUMPUR",0.20,6.7800,"2024-04-02 00:00:00"
SPT24007136,1,Johor,7.70,19.6100,"2024-04-02 00:00:00"
JHB24000375,1,"KUALA LUMPUR",9.60,22.7900,"2024-04-02 00:00:00"
KLT24000071,1,PERAK,6.21,14.3100,"2024-04-02 00:00:00"
KLT24000072,1,KEDAH,28.00,41.0200,"2024-04-02 00:00:00"
SPT24007133,1,MELAKA,28.00,26.7100,"2024-04-03 00:00:00"
SPT24007137,1,PUTRAJAYA,5.52,11.4500,"2024-04-02 00:00:00"
MYCQY00007087,5,PAHANG,8.28,14.9500,"2024-04-02 00:00:00"
MYCQY00007088,5,TERENGGANU,3.40,9.1200,"2024-04-02 00:00:00"
SPT24007138,1,SELANGOR,28.80,38.2700,"2024-04-02 00:00:00"
SPT24007139,1,SELANGOR,53.80,62.3300,"2024-04-02 00:00:00"
SPT24007140,1,SELANGOR,19.54,27.7700,"2024-04-02 00:00:00"
SPT24007141,1,SELANGOR,0.50,6.7800,"2024-04-02 00:00:00"
MYCQY00007089,5,KELANTAN,94.20,101.4400,"2024-04-02 00:00:00"
MYCQY00007090,5,KEDAH,38.80,48.0200,"2024-04-02 00:00:00"
MYCQY00007091,5,KELANTAN,1.94,6.7800,"2024-04-02 00:00:00"
SPT24007142,1,MELAKA,32.00,17.0100,"2024-04-02 00:00:00"
SPT24007143,1,"Kuala Lumpur",105.00,130.1700,"2024-04-02 00:00:00"
SPT24007144,1,PERAK,19.00,10.1200,"2024-04-02 00:00:00"
AOR24000371,1,JOHOR,125.92,95.4000,"2024-04-02 00:00:00"
SPT24007145,1,JOHOR,1.00,8.0000,"2024-04-02 00:00:00"
SPT24007146,1,SELANGOR,0.20,6.8900,"2024-04-02 00:00:00"
SPT24007147,1,"PULAU PINANG",26.00,13.8300,"2024-04-02 00:00:00"
SPT24007148,1,SELANGOR,1.00,9.5400,"2024-04-02 00:00:00"
SPT24007149,1,"PULAU PINANG",0.20,6.8900,"2024-04-02 00:00:00"
MYCQY00007093,5,PAHANG,340.00,308.4600,"2024-04-02 00:00:00"
MYCQY00007094,5,PAHANG,340.00,308.4600,"2024-04-02 00:00:00"
AOR24000372,1,JOHOR,3.26,6.3600,"2024-04-02 00:00:00"
SPT24007150,1,"PULAU PINANG",0.20,6.8900,"2024-04-02 00:00:00"
SPT24007151,1,SELANGOR,1.00,9.5400,"2024-04-02 00:00:00"
SPT24007152,1,"PULAU PINANG",0.10,6.8900,"2024-04-02 00:00:00"
SPT24007153,1,JOHOR,0.10,6.8900,"2024-04-02 00:00:00"
MYCQY00007095,5,KEDAH,0.10,6.8900,"2024-04-02 00:00:00"
SPT24007154,1,JOHOR,0.10,6.8900,"2024-04-02 00:00:00"
SPT24007155,1,SELANGOR,0.10,6.8900,"2024-04-02 00:00:00"
MYCQY00007096,5,SELANGOR,0.10,6.8900,"2024-04-02 00:00:00"
SPT24007156,1,"KUALA LUMPUR",1.75,9.5400,"2024-04-02 00:00:00"
SPT24007157,1,SELANGOR,0.10,6.8900,"2024-04-02 00:00:00"
SPT24007158,1,"KUALA LUMPUR",0.20,6.8900,"2024-04-02 00:00:00"
MYCQY00007097,5,SELANGOR,0.20,6.8900,"2024-04-02 00:00:00"
SPT24007159,1,PERLIS,7.00,9.5400,"2024-04-02 00:00:00"
SPT24007160,1,SELANGOR,42.40,51.8300,"2024-04-02 00:00:00"
SPT24007161,1,"KUALA LUMPUR",121.00,123.9100,"2024-04-02 00:00:00"
SPT24007162,1,"KUALA LUMPUR",19.40,27.7700,"2024-04-02 00:00:00"
SPT24007163,1,"KUALA LUMPUR",31.80,41.3400,"2024-04-02 00:00:00"
SPT24007164,1,SELANGOR,0.90,9.5400,"2024-04-02 00:00:00"
SPT24007165,1,SELANGOR,0.95,9.5400,"2024-04-02 00:00:00"
SPT24007166,1,"KUALA LUMPUR",0.80,9.5400,"2024-04-02 00:00:00"
SPT24007167,1,MELAKA,0.80,9.5400,"2024-04-02 00:00:00"
SPT24007168,1,SELANGOR,0.10,6.8900,"2024-04-02 00:00:00"
AOR24000373,1,MELAKA,0.84,6.3600,"2024-04-02 00:00:00"
SPT24007169,1,"KUALA LUMPUR",0.80,9.5400,"2024-04-02 00:00:00"
SPT24007170,1,SELANGOR,0.95,9.5400,"2024-04-02 00:00:00"
SPT24007171,1,"SELANGOR .",167.20,160.2700,"2024-04-02 00:00:00"
SPT24007172,1,SELANGOR,0.90,9.5400,"2024-04-02 00:00:00"
SPT24007174,1,"KUALA LUMPUR",0.80,9.5400,"2024-04-02 00:00:00"
SPT24007175,1,"PULAU PINANG",4.13,10.2800,"2024-04-02 00:00:00"
MYCQY00007098,5,PERAK,2.00,6.8900,"2024-04-02 00:00:00"
SPT24007177,1,"KUALA LUMPUR",0.80,9.5400,"2024-04-02 00:00:00"
SPT24007178,1,"KUALA LUMPUR",0.44,9.0100,"2024-04-02 00:00:00"
SPT24007179,1,SELANGOR,0.90,9.5400,"2024-04-02 00:00:00"
SPT24007180,1,"KUALA LUMPUR",0.90,9.5400,"2024-04-02 00:00:00"
SPT24007181,1,"PULAU PINANG",20.65,28.9400,"2024-04-02 00:00:00"
SPT24007182,1,PERLIS,45.00,42.9300,"2024-04-03 00:00:00"
SPT24007183,1,MELAKA,0.80,9.5400,"2024-04-02 00:00:00"
SPT24007184,1,"PULAU PINANG",41.30,50.8800,"2024-04-02 00:00:00"
SPT24007185,1,PAHANG,0.80,9.5400,"2024-04-02 00:00:00"
SPT24007186,1,PERAK,0.95,9.5400,"2024-04-02 00:00:00"
SPT24007188,1,"PULAU PINANG",0.80,9.5400,"2024-04-02 00:00:00"
SPT24007190,1,"KUALA LUMPUR",46.80,55.6500,"2024-04-02 00:00:00"
SPT24007191,1,JOHOR,70.20,78.5500,"2024-04-02 00:00:00"
SPT24007192,1,PERAK,67.20,75.6800,"2024-04-02 00:00:00"
SPT24007193,1,SELANGOR,3.40,9.1200,"2024-04-02 00:00:00"
SPT24007194,1,SELANGOR,0.90,9.5400,"2024-04-02 00:00:00"
SPT24007195,1,"KUALA LUMPUR",0.90,9.5400,"2024-04-02 00:00:00"
MYCQY00007100,5,PERAK,2.00,6.8900,"2024-04-02 00:00:00"
MYCQY00007101,5,"PULAU PINANG",4.13,10.2800,"2024-04-02 00:00:00"
SPT24007198,1,SELANGOR,51.60,60.4200,"2024-04-02 00:00:00"
SPT24007199,1,SELANGOR,110.00,110.5600,"2024-04-02 00:00:00"
SPT24007200,1,"KUALA LUMPUR",19.00,26.6100,"2024-04-02 00:00:00"
SPT24007201,1,JOHOR,13.40,20.7800,"2024-04-02 00:00:00"
SPT24007202,1,SELANGOR,129.70,131.6500,"2024-04-02 00:00:00"
MYCQY00007102,5,PERAK,2.00,6.8900,"2024-04-02 00:00:00"
SPT24007204,1,"PULAU PINANG",1.00,6.8900,"2024-04-02 00:00:00"
SPT24007207,1,PERLIS,41.00,39.1100,"2024-04-03 00:00:00"
SPT24007209,1,"PULAU PINANG",1.00,6.8900,"2024-04-02 00:00:00"
SPT24007210,1,JOHOR,22.71,31.2700,"2024-04-02 00:00:00"
SPT24007211,1,"KUALA LUMPUR",8.00,13.7800,"2024-04-02 00:00:00"
SPT24007212,1,"KUALA LUMPUR",49.80,58.5100,"2024-04-02 00:00:00"
SPT24007213,1,PAHANG,0.91,6.7800,"2024-04-02 00:00:00"
SPT24007214,1,JOHOR,3.40,9.1200,"2024-04-02 00:00:00"
SPT24007215,1,SELANGOR,8.40,14.9500,"2024-04-02 00:00:00"
MYCQY00007103,5,TERENGGANU,3.20,9.1200,"2024-04-02 00:00:00"
SPT24007217,1,PERAK,3.00,7.9500,"2024-04-02 00:00:00"
SPT24007218,1,"KUALA LUMPUR",1.60,6.7800,"2024-04-02 00:00:00"
SPT24007219,1,MELAKA,1.70,6.7800,"2024-04-02 00:00:00"
SPT24007221,1,"PULAU PINANG",2.00,6.8900,"2024-04-02 00:00:00"
JHB24000377,1,JOHOR,2.00,8.1600,"2024-04-02 00:00:00"
SPT24007222,1,SELANGOR,6.20,13.2500,"2024-04-02 00:00:00"
JHB24000378,1,KEDAH,53.61,67.6300,"2024-04-03 00:00:00"
MYCQY00007104,5,PAHANG,11.46,18.4400,"2024-04-02 00:00:00"
SPT24007224,1,"KUALA LUMPUR",83.00,70.3800,"2024-04-02 00:00:00"
SPT24007225,1,"KUALA LUMPUR",2.00,6.8900,"2024-04-02 00:00:00"
SPT24007227,1,"PULAU PINANG",1.00,6.8900,"2024-04-02 00:00:00"
SPT24007228,1,"PULAU PINANG",2.00,6.8900,"2024-04-02 00:00:00"
SPT24007229,1,KEDAH,54.00,51.5200,"2024-04-03 00:00:00"
SPT24007230,1,"PULAU PINANG",33.00,31.4800,"2024-04-03 00:00:00"
MYCQY00007105,5,JOHOR,1.48,10.2800,"2024-04-02 00:00:00"
SPT24007233,1,KEDAH,1.00,9.0100,"2024-04-02 00:00:00"
SPT24007234,1,SELANGOR,1.12,11.3400,"2024-04-02 00:00:00"
SPT24007235,1,SELANGOR,1.12,11.3400,"2024-04-02 00:00:00"
SPT24007237,1,SELANGOR,49.61,63.7100,"2024-04-02 00:00:00"
SPT24007238,1,"KUALA LUMPUR",6.00,17.7000,"2024-04-02 00:00:00"
SPT24007239,1,SELANGOR,0.50,9.5400,"2024-04-02 00:00:00"
SPT24007240,1,"KUALA LUMPUR",3.00,12.9300,"2024-04-02 00:00:00"
SPT24007241,1,"PULAU PINANG",19.40,27.7700,"2024-04-02 00:00:00"
SPT24007242,1,"PULAU PINANG",19.40,27.7700,"2024-04-02 00:00:00"
SPT24007243,1,"PULAU PINANG",19.40,27.7700,"2024-04-02 00:00:00"
SPT24007244,1,SELANGOR,9.70,16.1100,"2024-04-02 00:00:00"
SPT24007245,1,SELANGOR,28.90,38.2700,"2024-04-02 00:00:00"
SPT24007246,1,SELANGOR,64.56,48.2300,"2024-04-02 00:00:00"
SPT24007247,1,SELANGOR,3.00,12.9300,"2024-04-02 00:00:00"
SPT24007248,1,"PULAU PINANG",6.00,17.7000,"2024-04-02 00:00:00"
SPT24007250,1,KEDAH,2.50,7.9500,"2024-04-02 00:00:00"
SPT24007253,1,"KUALA LUMPUR",53.05,67.9500,"2024-04-02 00:00:00"
SPT24007254,1,"KUALA LUMPUR",100.00,106.2100,"2024-04-02 00:00:00"
SPT24007256,1,JOHOR,300.00,286.3100,"2024-04-02 00:00:00"
SPT24007257,1,SELANGOR,34.00,28.8300,"2024-04-02 00:00:00"
SPT24007258,1,"KUALA LUMPUR",28.00,26.7100,"2024-04-04 00:00:00"
SPT24007259,1,JOHOR,16.00,15.2600,"2024-04-03 00:00:00"
SPT24007260,1,SELANGOR,25.00,21.2000,"2024-04-03 00:00:00"
SPT24007261,1,"WILAYAH PERSEKUTUAN",37.00,31.3800,"2024-04-03 00:00:00"
SPT24007262,1,"NEGERI SEMBILAN",58.00,49.1800,"2024-04-03 00:00:00"
300053874812,8,PAHANG,33.00,27.9800,"2024-04-03 00:00:00"
AOR24000375,1,KELANTAN,116.55,88.7200,"2024-04-03 00:00:00"
AOR24000376,1,"KUALA LUMPUR",103.65,79.0800,"2024-04-03 00:00:00"
SPT24007265,1,MELAKA,118.00,112.5700,"2024-04-04 00:00:00"
SPT24007266,1,SELANGOR,1.25,6.7800,"2024-04-03 00:00:00"
MYCQY00007106,5,JOHOR,5.50,11.4500,"2024-04-03 00:00:00"
SPT24007267,1,JOHOR,4.30,10.2800,"2024-04-03 00:00:00"
MYCQY00007107,5,JOHOR,0.50,6.7800,"2024-04-03 00:00:00"
AOR24000377,1,JOHOR,60.02,46.4300,"2024-04-03 00:00:00"
JHB24000379,1,KEDAH,15.36,32.3300,"2024-04-03 00:00:00"
JHB24000380,1,SELANGOR,9.60,22.7900,"2024-04-03 00:00:00"
MYCQY00007108,5,PERAK,3.12,9.4300,"2024-04-03 00:00:00"
AOR24000379,1,JOHOR,4.70,6.3600,"2024-04-03 00:00:00"
SPT24007271,1,"PULAU PINANG",3.12,9.4300,"2024-04-03 00:00:00"
SPT24007272,1,"PULAU PINANG",13.00,8.0000,"2024-04-03 00:00:00"
SPT24007273,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007274,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007275,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007276,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007277,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007278,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007279,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007280,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007281,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007282,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
MYCQY00007109,5,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007284,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007285,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007286,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007287,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007288,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007289,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007290,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
MYCQY00007110,5,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007292,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007293,1,JOHOR,18.00,9.5900,"2024-04-03 00:00:00"
SPT24007295,1,SELANGOR,164.30,160.9900,"2024-04-03 00:00:00"
SPT24007296,1,KEDAH,60.60,69.0100,"2024-04-03 00:00:00"
SPT24007297,1,PERAK,1.00,6.8900,"2024-04-03 00:00:00"
SPT24007300,1,Johor,1.00,6.8900,"2024-04-03 00:00:00"
SPT24007301,1,Kedah,5.80,13.2500,"2024-04-03 00:00:00"
AOR24000384,1,JOHOR,111.48,85.0100,"2024-04-03 00:00:00"
SPT24007303,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
MYCQY00007111,5,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007305,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007306,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007307,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007308,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007309,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007310,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007311,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007312,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007313,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007314,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007315,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007316,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
MYCQY00007112,5,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007318,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
MYCQY00007113,5,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
SPT24007320,1,"PULAU PINANG",2.00,6.1000,"2024-04-15 00:00:00"
300053943785,8,MELAKA,25.00,21.2000,"2024-04-03 00:00:00"
SPT24007322,1,KEDAH,55.00,52.4700,"2024-04-04 00:00:00"
SPT24007323,1,"NEGERI SEMBILAN",18.00,17.1700,"2024-04-04 00:00:00"
SPT24007324,1,MELAKA,314.00,299.5600,"2024-04-05 00:00:00"
SPT24007325,1,MELAKA,2.00,6.8900,"2024-04-03 00:00:00"
SPT24007326,1,"PULAU PINANG",1.00,6.8900,"2024-04-03 00:00:00"
SPT24007327,1,"KUALA LUMPUR",17.00,14.4200,"2024-04-03 00:00:00"
JHB24000381,1,"KUALA LUMPUR",1.00,6.8900,"2024-04-03 00:00:00"
SPT24007328,1,SELANGOR,15.30,23.1100,"2024-04-03 00:00:00"
SPT24007329,1,SELANGOR,1.40,6.7800,"2024-04-03 00:00:00"
SPT24007330,1,SELANGOR,16.00,23.1100,"2024-04-03 00:00:00"
SPT24007331,1,SELANGOR,7.00,9.5400,"2024-04-03 00:00:00"
SPT24007332,1,SELANGOR,172.60,165.0400,"2024-04-03 00:00:00"
SPT24007333,1,SELANGOR,31.50,41.3400,"2024-04-03 00:00:00"
SPT24007334,1,SELANGOR,17.00,24.2700,"2024-04-03 00:00:00"
SPT24007335,1,JOHOR,4.20,9.5400,"2024-04-03 00:00:00"
SPT24007336,1,"KUALA LUMPUR",20.00,16.9600,"2024-04-03 00:00:00"
SPT24007337,1,SELANGOR,2.80,7.9500,"2024-04-03 00:00:00"
SPT24007338,1,"KUALA LUMPUR",2.00,6.8900,"2024-04-03 00:00:00"
SPT24007339,1,"KUALA LUMPUR",18.30,26.6100,"2024-04-03 00:00:00"
SPT24007340,1,SELANGOR,0.12,6.7800,"2024-04-03 00:00:00"
JHB24000383,1,"KUALA LUMPUR",8.00,15.7900,"2024-04-03 00:00:00"
SPT24007341,1,JOHOR,34.80,44.2000,"2024-04-03 00:00:00"
SPT24007342,1,JOHOR,3.50,9.1200,"2024-04-03 00:00:00"
SPT24007343,1,JOHOR,2.50,7.9500,"2024-04-03 00:00:00"
SPT24007344,1,SELANGOR,39.60,48.9700,"2024-04-03 00:00:00"
SPT24007345,1,"KUALA LUMPUR",3.70,9.1200,"2024-04-03 00:00:00"
SPT24007346,1,"NEGERI SEMBILAN",1.00,6.7800,"2024-04-03 00:00:00"
SPT24007347,1,MELAKA,23.00,31.2700,"2024-04-03 00:00:00"
SPT24007348,1,SELANGOR,91.00,97.6300,"2024-04-03 00:00:00"
SPT24007349,1,SELANGOR,3.52,9.1200,"2024-04-03 00:00:00"
SPT24007350,1,SELANGOR,20.00,39.9600,"2024-04-03 00:00:00"
SPT24007351,1,JOHOR,30.00,39.4300,"2024-04-03 00:00:00"
SPT24007352,1,SELANGOR,3.24,9.1200,"2024-04-03 00:00:00"
SPT24007353,1,SELANGOR,2.00,6.8900,"2024-04-03 00:00:00"
SPT24007354,1,SELANGOR,2.20,7.9500,"2024-04-03 00:00:00"
SPT24007355,1,KELANTAN,210.00,155.8200,"2024-04-03 00:00:00"
SPT24007356,1,JOHOR,192.00,153.0600,"2024-04-03 00:00:00"
SPT24007358,1,JOHOR,4.00,9.5400,"2024-04-04 00:00:00"
SPT24007359,1,SELANGOR,2.00,9.5400,"2024-04-04 00:00:00"
SPT24007360,1,SELANGOR,1.00,6.7800,"2024-04-03 00:00:00"
SPT24007361,1,JOHOR,1.00,6.8900,"2024-04-03 00:00:00"
SPT24007362,1,"KUALA LUMPUR",69.70,81.0900,"2024-04-03 00:00:00"
SPT24007363,1,SELANGOR,33.40,39.1100,"2024-04-03 00:00:00"
SPT24007364,1,"NEGERI SEMBILAN",13.80,15.7900,"2024-04-03 00:00:00"
SPT24007365,1,"PULAU PINANG",8.80,9.9600,"2024-04-03 00:00:00"
SPT24007366,1,JOHOR,26.20,30.9500,"2024-04-03 00:00:00"
SPT24007367,1,SELANGOR,16.50,19.2900,"2024-04-03 00:00:00"
SPT24007368,1,SELANGOR,19.30,22.7900,"2024-04-03 00:00:00"
SPT24007369,1,SELANGOR,22.10,26.2900,"2024-04-03 00:00:00"
SPT24007371,1,KELANTAN,69.96,51.9400,"2024-04-03 00:00:00"
SPT24007373,1,"KUALA LUMPUR",276.00,254.5300,"2024-04-03 00:00:00"
SPT24007374,1,"KUALA LUMPUR",42.40,51.8300,"2024-04-03 00:00:00"
SPT24007375,1,"KUALA LUMPUR",35.89,48.8700,"2024-04-03 00:00:00"
MYCQY00007115,5,"PULAU PINANG",2.00,6.1000,"2024-04-03 00:00:00"
MYCQY00007116,5,KEDAH,0.30,6.8900,"2024-04-03 00:00:00"
SPT24007377,1,SELANGOR,263.97,195.8900,"2024-04-03 00:00:00"
SBG24001305,1,JOHOR,9.64,18.3400,"2024-04-04 00:00:00"
MYCQY00007117,5,KEDAH,1.00,9.0100,"2024-04-03 00:00:00"
SPT24007378,1,SELANGOR,99.50,106.2100,"2024-04-03 00:00:00"
SPT24007379,1,JOHOR,100.00,116.7100,"2024-04-03 00:00:00"
SPT24007381,1,"KUALA LUMPUR",83.00,89.9900,"2024-04-03 00:00:00"
SPT24007382,1,"PULAU PINANG",3.00,12.9300,"2024-04-03 00:00:00"
SPT24007383,1,SELANGOR,3.00,12.9300,"2024-04-03 00:00:00"
SPT24007387,1,SELANGOR,3.30,9.1200,"2024-04-04 00:00:00"
SPT24007388,1,"KUALA LUMPUR",45.50,54.7000,"2024-04-04 00:00:00"
SPT24007389,1,JOHOR,4.50,10.2800,"2024-04-04 00:00:00"
SPT24007390,1,SELANGOR,68.25,76.6400,"2024-04-04 00:00:00"
SPT24007391,1,SELANGOR,72.80,80.4500,"2024-04-04 00:00:00"
SPT24007392,1,"KUALA LUMPUR",28.40,38.2700,"2024-04-04 00:00:00"
SPT24007393,1,"KUALA LUMPUR",8.00,13.7800,"2024-04-04 00:00:00"
MYCQY00007118,5,TERENGGANU,3.60,9.1200,"2024-04-04 00:00:00"
SPT24007395,1,MELAKA,0.95,6.7800,"2024-04-04 00:00:00"
MYCQY00007119,5,PERAK,3.04,7.9500,"2024-04-04 00:00:00"
XEN00001309,3,SARAWAK,4.00,57.4200,"2024-04-04 00:00:00"
SPT24007398,1,JOHOR,3.60,9.1200,"2024-04-04 00:00:00"
