consignnote,courier,state,weigh,total,datepickup
SPT24018044,1,PERLIS,26.40,25.7600,"2024-08-22 00:00:00"
SPT24018045,1,JOHOR,10.50,17.2800,"2024-08-22 00:00:00"
300062123800,8,KEDAH,26.40,25.7600,"2024-08-22 00:00:00"
SPT24018047,1,SELANGOR,6.05,13.2500,"2024-08-22 00:00:00"
SPT24018048,1,SELANGOR,3.43,9.1200,"2024-08-22 00:00:00"
SPT24018049,1,KEDAH,32.80,42.2900,"2024-08-22 00:00:00"
SPT24018050,1,JOHOR,2.00,5.3000,"2024-08-23 00:00:00"
SPT24018051,1,SELANGOR,27.00,25.7600,"2024-08-23 00:00:00"
SPT24018052,1,"KUALA LUMPUR",17.00,16.2200,"2024-08-23 00:00:00"
SPT24018053,1,SELANGOR,2.40,7.9500,"2024-08-22 00:00:00"
SPT24018054,1,SELANGOR,0.50,6.7800,"2024-08-22 00:00:00"
SPT24018055,1,SELANGOR,27.10,37.1000,"2024-08-22 00:00:00"
SPT24018056,1,SELANGOR,152.40,151.1600,"2024-08-22 00:00:00"
SPT24018057,1,PERAK,9.00,9.5400,"2024-08-23 00:00:00"
SPT24018059,1,SELANGOR,121.00,115.4300,"2024-08-23 00:00:00"
SPT24018060,1,SELANGOR,7.45,13.7800,"2024-08-22 00:00:00"
SPT24018061,1,"KUALA LUMPUR",13.12,22.1500,"2024-08-23 00:00:00"
SPT24018062,1,SELANGOR,35.50,45.1600,"2024-08-22 00:00:00"
SPT24018064,1,SELANGOR,5.20,11.4500,"2024-08-22 00:00:00"
SPT24018065,1,SELANGOR,7.27,13.7800,"2024-08-22 00:00:00"
SPT24018066,1,SELANGOR,3.76,5.3000,"2024-08-23 00:00:00"
SPT24018068,1,SELANGOR,16.00,23.1100,"2024-08-22 00:00:00"
SPT24018070,1,JOHOR,6.99,12.6100,"2024-08-22 00:00:00"
MYCQY00008490,5,PAHANG,11.00,17.2800,"2024-08-22 00:00:00"
SPT24018072,1,"KUALA LUMPUR",46.03,59.4700,"2024-08-22 00:00:00"
SPT24018073,1,"KUALA LUMPUR",0.42,6.8900,"2024-08-22 00:00:00"
SPT24018074,1,JOHOR,0.75,6.8900,"2024-08-22 00:00:00"
SPT24018076,1,JOHOR.,74.00,62.7500,"2024-08-22 00:00:00"
SPT24018077,1,PERAK,2.00,6.7800,"2024-08-22 00:00:00"
SPT24018078,1,"KUALA LUMPUR",2.00,6.7800,"2024-08-22 00:00:00"
MYCQY00008491,5,PERAK,3.01,7.9500,"2024-08-22 00:00:00"
SPT24018081,1,MELAKA,0.88,6.8900,"2024-08-22 00:00:00"
300062154841,8,MELAKA.,45.00,38.1600,"2024-08-22 00:00:00"
SPT24018083,1,SELANGOR,14.07,21.9400,"2024-08-22 00:00:00"
SPT24018085,1,SELANGOR,33.20,43.2500,"2024-08-22 00:00:00"
SPT24018086,1,SELANGOR,11.70,18.4400,"2024-08-22 00:00:00"
SPT24018087,1,"PULAU PINANG",36.00,45.1600,"2024-08-22 00:00:00"
MYCQY00008492,5,PAHANG,68.00,75.6800,"2024-08-22 00:00:00"
SPT24018089,1,PAHANG,32.00,41.3400,"2024-08-22 00:00:00"
SPT24018090,1,SELANGOR,26.00,34.7700,"2024-08-22 00:00:00"
SPT24018091,1,JOHOR,45.60,54.7000,"2024-08-22 00:00:00"
SPT24018092,1,SELANGOR,1.96,6.8900,"2024-08-22 00:00:00"
300062145616,8,JOHOR.,116.00,96.6700,"2024-08-23 00:00:00"
SPT24018094,1,SELANGOR,3.00,8.1600,"2024-08-22 00:00:00"
SPT24018095,1,JOHOR,1.00,6.8900,"2024-08-22 00:00:00"
MYCQY00008493,5,"PULAU PINANG",6.00,11.9800,"2024-08-22 00:00:00"
MYCQY00008494,5,SELANGOR,3.00,8.1600,"2024-08-22 00:00:00"
SPT24018099,1,"KUALA LUMPUR",3.00,8.1600,"2024-08-22 00:00:00"
SPT24018100,1,SELANGOR,6.00,11.9800,"2024-08-22 00:00:00"
8005001903,2,KEDAH,2.82,8.1600,"2024-08-22 00:00:00"
SPT24018105,1,"KUALA LUMPUR",1.00,6.8900,"2024-08-23 00:00:00"
SBG24003506,1,KEDAH,108.00,142.1500,"2024-08-23 00:00:00"
JHB24000988,1,"KUALA LUMPUR",15.36,32.3300,"2024-08-23 00:00:00"
AOR24001265,1,JOHOR,5.30,6.3600,"2024-08-23 00:00:00"
SPT24018108,1,SELANGOR,40.80,49.9300,"2024-08-23 00:00:00"
SPT24018109,1,SELANGOR,174.40,169.4200,"2024-08-23 00:00:00"
SPT24018110,1,KEDAH,43.00,41.0200,"2024-08-23 00:00:00"
SPT24018111,1,SELANGOR,20.00,19.0800,"2024-08-23 00:00:00"
SPT24018112,1,"KUALA LUMPUR",2.44,5.3000,"2024-08-23 00:00:00"
SPT24018113,1,"KUALA LUMPUR",2.00,5.3000,"2024-08-23 00:00:00"
SPT24018114,1,PERAK,2.00,5.3000,"2024-08-23 00:00:00"
SPT24018115,1,"KUALA LUMPUR",2.00,5.3000,"2024-08-23 00:00:00"
SPT24018116,1,SELANGOR,2.00,5.3000,"2024-08-23 00:00:00"
SPT24018117,1,SELANGOR,2.00,5.3000,"2024-08-23 00:00:00"
MYCQY00008495,5,"PULAU PINANG",2.00,5.3000,"2024-08-23 00:00:00"
SPT24018119,1,"KUALA LUMPUR",2.00,5.3000,"2024-08-23 00:00:00"
SPT24018120,1,SELANGOR,2.00,5.3000,"2024-08-23 00:00:00"
SPT24018121,1,KEDAH,2.00,5.3000,"2024-08-23 00:00:00"
SPT24018122,1,SELANGOR,2.00,5.3000,"2024-08-23 00:00:00"
SPT24018123,1,"KUALA LUMPUR",2.44,5.3000,"2024-08-23 00:00:00"
SPT24018124,1,SELANGOR,2.00,5.3000,"2024-08-23 00:00:00"
SPT24018125,1,"PULAU PINANG",2.44,5.3000,"2024-08-23 00:00:00"
SPT24018126,1,PERAK,2.44,5.3000,"2024-08-23 00:00:00"
SPT24018127,1,"KUALA LUMPUR",2.00,5.3000,"2024-08-23 00:00:00"
SPT24018128,1,JOHOR,2.00,5.3000,"2024-08-23 00:00:00"
SPT24018129,1,"PULAU PINANG",2.00,5.3000,"2024-08-23 00:00:00"
SPT24018130,1,JOHOR,3.78,5.3000,"2024-08-23 00:00:00"
SPT24018131,1,"PULAU PINANG",2.00,5.3000,"2024-08-23 00:00:00"
SPT24018132,1,JOHOR,2.00,5.3000,"2024-08-23 00:00:00"
SPT24018133,1,JOHOR,2.44,5.3000,"2024-08-23 00:00:00"
SPT24018134,1,"KUALA LUMPUR",2.00,5.3000,"2024-08-23 00:00:00"
MYCQY00008496,5,MELAKA,2.44,5.3000,"2024-08-23 00:00:00"
SPT24018136,1,SELANGOR,6.48,7.6300,"2024-08-23 00:00:00"
SPT24018137,1,SELANGOR,2.00,5.3000,"2024-08-23 00:00:00"
SPT24018138,1,SELANGOR,2.00,5.3000,"2024-08-23 00:00:00"
MYCQY00008497,5,JOHOR,2.00,5.3000,"2024-08-23 00:00:00"
SPT24018140,1,"PULAU PINANG",2.44,5.3000,"2024-08-23 00:00:00"
SPT24018141,1,SELANGOR,2.00,5.3000,"2024-08-23 00:00:00"
SPT24018142,1,KEDAH,3.78,5.3000,"2024-08-23 00:00:00"
MYCQY00008498,5,JOHOR,4.98,5.3000,"2024-08-23 00:00:00"
SPT24018144,1,JOHOR,3.78,5.3000,"2024-08-23 00:00:00"
SPT24018145,1,"KUALA LUMPUR",2.00,5.3000,"2024-08-23 00:00:00"
SPT24018146,1,"KUALA LUMPUR",4.94,5.3000,"2024-08-23 00:00:00"
SPT24018147,1,MELAKA,2.44,5.3000,"2024-08-23 00:00:00"
SPT24018148,1,SELANGOR,2.00,5.3000,"2024-08-23 00:00:00"
SPT24018149,1,SELANGOR,2.00,5.3000,"2024-08-26 00:00:00"
SPT24018150,1,JOHOR,2.00,5.3000,"2024-08-26 00:00:00"
SPT24018151,1,"KUALA LUMPUR",2.14,5.3000,"2024-08-26 00:00:00"
SPT24018152,1,JOHOR,2.22,5.3000,"2024-08-26 00:00:00"
SPT24018153,1,"KUALA LUMPUR",2.00,5.3000,"2024-08-26 00:00:00"
SPT24018154,1,JOHOR,2.00,5.3000,"2024-08-26 00:00:00"
MYCQY00008499,5,"NEGERI SEMBILAN",2.00,5.3000,"2024-08-26 00:00:00"
MYCQY00008500,5,SELANGOR,2.00,5.3000,"2024-08-26 00:00:00"
SPT24018157,1,"PULAU PINANG",2.00,5.3000,"2024-08-26 00:00:00"
SPT24018158,1,"KUALA LUMPUR",2.14,5.3000,"2024-08-26 00:00:00"
SPT24018159,1,"KUALA LUMPUR",2.00,5.3000,"2024-08-26 00:00:00"
SPT24018160,1,SELANGOR,2.00,5.3000,"2024-08-26 00:00:00"
SPT24018161,1,SELANGOR,3.00,9.5400,"2024-08-23 00:00:00"
SPT24018162,1,SELANGOR,39.00,37.2100,"2024-08-23 00:00:00"
SPT24018163,1,SELANGOR,32.00,30.5300,"2024-08-26 00:00:00"
SBG24003510,1,SELANGOR,0.13,12.0800,"2024-08-23 00:00:00"
SPT24018164,1,SELANGOR,5.20,11.4500,"2024-08-23 00:00:00"
SPT24018165,1,SELANGOR,3.30,9.1200,"2024-08-23 00:00:00"
8005001904,2,SARAWAK,3.24,57.4200,"2024-08-23 00:00:00"
SPT24018167,1,MELAKA,24.00,22.9000,"2024-08-23 00:00:00"
SPT24018168,1,"NEGERI SEMBILAN",89.40,96.6700,"2024-08-23 00:00:00"
SPT24018169,1,SELANGOR,10.00,8.4800,"2024-08-23 00:00:00"
SPT24018170,1,JOHOR,2.28,7.9500,"2024-08-23 00:00:00"
AOR24001267,1,JOHOR,1.10,6.3600,"2024-08-23 00:00:00"
AOR24001268,1,JOHOR,2.30,6.3600,"2024-08-23 00:00:00"
AOR24001269,1,JOHOR,1.30,6.3600,"2024-08-23 00:00:00"
AOR24001270,1,JOHOR,1.10,6.3600,"2024-08-23 00:00:00"
AOR24001271,1,JOHOR,0.40,6.3600,"2024-08-23 00:00:00"
AOR24001272,1,JOHOR,1.90,6.3600,"2024-08-23 00:00:00"
AOR24001273,1,JOHOR,0.80,6.3600,"2024-08-23 00:00:00"
MYCQY00008501,5,PERAK,0.30,5.3000,"2024-08-23 00:00:00"
SPT24018172,1,SELANGOR,0.20,6.8900,"2024-08-23 00:00:00"
SPT24018174,1,SELANGOR,17.00,24.2700,"2024-08-23 00:00:00"
MYCQY00008502,5,PERAK,1.00,6.8900,"2024-08-23 00:00:00"
MYCQY00008503,5,SELANGOR,0.10,6.8900,"2024-08-23 00:00:00"
SPT24018177,1,"PULAU PINANG",0.10,6.8900,"2024-08-23 00:00:00"
MYCQY00008504,5,PAHANG,0.10,6.8900,"2024-08-23 00:00:00"
SPT24018179,1,JOHOR,0.10,6.8900,"2024-08-23 00:00:00"
SPT24018180,1,JOHOR,0.10,6.8900,"2024-08-23 00:00:00"
SPT24018181,1,SELANGOR,0.10,6.8900,"2024-08-23 00:00:00"
SPT24018182,1,JOHOR,528.88,227.4800,"2024-08-23 00:00:00"
SPT24018183,1,"KUALA LUMPUR",0.10,6.8900,"2024-08-23 00:00:00"
SPT24018184,1,"PULAU PINANG",41.57,55.2300,"2024-08-23 00:00:00"
SPT24018185,1,JOHOR,256.61,112.1500,"2024-08-23 00:00:00"
SPT24018186,1,SELANGOR,0.10,6.8900,"2024-08-23 00:00:00"
66662112490000,9,PAHANG.,76.00,64.4500,"2024-08-23 00:00:00"
MYCQY00008505,5,KEDAH,0.10,6.8900,"2024-08-23 00:00:00"
SPT24018189,1,"PULAU PINANG",0.10,6.8900,"2024-08-23 00:00:00"
SPT24018190,1,SELANGOR,0.10,6.8900,"2024-08-23 00:00:00"
MYCQY00008506,5,SELANGOR,0.10,6.8900,"2024-08-23 00:00:00"
SPT24018192,1,JOHOR,355.21,154.1200,"2024-08-23 00:00:00"
SPT24018193,1,JOHOR,15.00,14.3100,"2024-08-26 00:00:00"
MYCQY00008507,5,KEDAH,32.25,42.2900,"2024-08-23 00:00:00"
SPT24018197,1,"KUALA LUMPUR",0.45,6.7800,"2024-08-23 00:00:00"
SPT24018198,1,SELANGOR,0.05,6.7800,"2024-08-23 00:00:00"
MYCQY00008508,5,JOHOR,2.00,5.3000,"2024-08-23 00:00:00"
SPT24018200,1,"KUALA LUMPUR",43.00,51.8300,"2024-08-23 00:00:00"
MYCQY00008509,5,MELAKA.,16.00,13.5700,"2024-08-23 00:00:00"
SPT24018201,1,KEDAH,2.50,7.9500,"2024-08-23 00:00:00"
SPT24018202,1,JOHOR,43.00,41.0200,"2024-08-26 00:00:00"
SPT24018203,1,"PULAU PINANG",2.00,6.7800,"2024-08-23 00:00:00"
JHB24000989,1,"KUALA LUMPUR",15.36,32.3300,"2024-08-23 00:00:00"
JHB24000990,1,JOHOR,1.00,6.8900,"2024-08-23 00:00:00"
SPT24018204,1,SELANGOR,21.00,20.0300,"2024-08-23 00:00:00"
SBG24003514,1,KEDAH,16.00,26.8200,"2024-08-23 00:00:00"
SPT24018205,1,PERAK,3.50,9.1200,"2024-08-23 00:00:00"
SPT24018206,1,MELAKA,2.50,7.9500,"2024-08-23 00:00:00"
SPT24018207,1,SELANGOR,1.30,8.1600,"2024-08-23 00:00:00"
SPT24018208,1,"KUALA LUMPUR",15.00,21.9400,"2024-08-23 00:00:00"
SPT24018210,1,SELANGOR,40.00,48.9700,"2024-08-23 00:00:00"
SPT24018211,1,"KUALA LUMPUR",19.40,27.7700,"2024-08-23 00:00:00"
MYCQY00008510,5,PERAK,23.60,32.4400,"2024-08-23 00:00:00"
SPT24018213,1,SELANGOR,168.10,191.2200,"2024-08-23 00:00:00"
SPT24018214,1,SELANGOR,4.80,10.2800,"2024-08-23 00:00:00"
SPT24018215,1,JOHOR,33.00,45.6900,"2024-08-23 00:00:00"
SPT24018216,1,JOHOR,9.00,21.2000,"2024-08-23 00:00:00"
SPT24018217,1,JOHOR,380.00,281.9600,"2024-08-23 00:00:00"
SPT24018218,1,SELANGOR,1.00,7.7400,"2024-08-23 00:00:00"
SPT24018219,1,JOHOR,35.00,33.3900,"2024-08-26 00:00:00"
SPT24018221,1,SELANGOR,1.90,6.7800,"2024-08-23 00:00:00"
SPT24018222,1,SELANGOR,0.40,6.7800,"2024-08-23 00:00:00"
SPT24018223,1,SELANGOR,0.30,6.7800,"2024-08-23 00:00:00"
SPT24018225,1,JOHOR,64.80,72.8200,"2024-08-23 00:00:00"
SPT24018226,1,JOHOR,11.20,18.4400,"2024-08-23 00:00:00"
SPT24018227,1,JOHOR,11.20,18.4400,"2024-08-23 00:00:00"
SPT24018228,1,SELANGOR,11.20,18.4400,"2024-08-23 00:00:00"
SPT24018229,1,JOHOR,11.20,18.4400,"2024-08-23 00:00:00"
SPT24018230,1,JOHOR,667.11,286.4100,"2024-08-23 00:00:00"
SPT24018231,1,SELANGOR,32.80,42.2900,"2024-08-23 00:00:00"
SPT24018232,1,PERAK,4.80,10.2800,"2024-08-23 00:00:00"
SPT24018233,1,PERAK,37.50,47.0600,"2024-08-23 00:00:00"
SPT24018240,1,"KUALA LUMPUR",72.00,68.6900,"2024-08-26 00:00:00"
SPT24018242,1,JOHOR,664.38,285.1400,"2024-08-26 00:00:00"
SPT24018243,1,"KUALA LUMPUR",17.80,25.4400,"2024-08-23 00:00:00"
SBG24003523,1,SELANGOR,0.18,12.0800,"2024-08-26 00:00:00"
SPT24018244,1,JOHOR,42.60,56.2900,"2024-08-23 00:00:00"
SPT24018245,1,"KUALA LUMPUR",3.30,9.1200,"2024-08-23 00:00:00"
SPT24018246,1,SELANGOR,75.50,83.3200,"2024-08-23 00:00:00"
SPT24018247,1,JOHOR,1.32,6.8900,"2024-08-23 00:00:00"
SPT24018248,1,SELANGOR,4.88,9.2400,"2024-08-23 00:00:00"
MYCQY00008511,5,JOHOR,3.78,5.3000,"2024-08-27 00:00:00"
SPT24018249,1,"KUALA LUMPUR",2.12,5.3000,"2024-08-27 00:00:00"
SPT24018250,1,SELANGOR,2.88,5.3000,"2024-08-27 00:00:00"
SPT24018251,1,"KUALA LUMPUR",2.00,5.3000,"2024-08-27 00:00:00"
SPT24018252,1,"PULAU PINANG",3.68,5.3000,"2024-08-27 00:00:00"
MYCQY00008512,5,PERAK,2.00,5.3000,"2024-08-27 00:00:00"
SPT24018253,1,"KUALA LUMPUR",2.16,5.3000,"2024-08-27 00:00:00"
SPT24018254,1,JOHOR,2.14,5.3000,"2024-08-27 00:00:00"
SPT24018255,1,"KUALA LUMPUR",2.00,5.3000,"2024-08-27 00:00:00"
SPT24018256,1,"KUALA LUMPUR",2.12,5.3000,"2024-08-27 00:00:00"
MYCQY00008513,5,SELANGOR,2.00,5.3000,"2024-08-27 00:00:00"
SPT24018257,1,"KUALA LUMPUR",5.02,5.3000,"2024-08-27 00:00:00"
SPT24018258,1,SELANGOR,2.14,5.3000,"2024-08-27 00:00:00"
SPT24018259,1,JOHOR,2.00,5.3000,"2024-08-27 00:00:00"
SPT24018260,1,SELANGOR,2.00,5.3000,"2024-08-27 00:00:00"
SPT24018261,1,MELAKA,2.00,5.3000,"2024-08-27 00:00:00"
SPT24018262,1,"KUALA LUMPUR",2.00,5.3000,"2024-08-27 00:00:00"
SPT24018263,1,"KUALA LUMPUR",2.44,5.3000,"2024-08-27 00:00:00"
SPT24018264,1,"KUALA LUMPUR",2.00,5.3000,"2024-08-27 00:00:00"
SPT24018265,1,JOHOR,2.14,5.3000,"2024-08-27 00:00:00"
SPT24018266,1,JOHOR,3.68,5.3000,"2024-08-27 00:00:00"
SPT24018267,1,JOHOR,2.14,5.3000,"2024-08-27 00:00:00"
SPT24018268,1,"KUALA LUMPUR",2.00,5.3000,"2024-08-28 00:00:00"
SPT24018269,1,"KUALA LUMPUR",2.00,5.3000,"2024-08-28 00:00:00"
SPT24018270,1,SELANGOR,2.00,5.3000,"2024-08-28 00:00:00"
MYCQY00008514,5,KEDAH,2.12,5.3000,"2024-08-28 00:00:00"
SPT24018271,1,SELANGOR,2.00,5.3000,"2024-08-28 00:00:00"
SPT24018272,1,SELANGOR,2.16,5.3000,"2024-08-28 00:00:00"
SPT24018273,1,JOHOR,2.88,5.3000,"2024-08-28 00:00:00"
SPT24018274,1,SELANGOR,2.00,5.3000,"2024-08-28 00:00:00"
SPT24018275,1,JOHOR,2.00,5.3000,"2024-08-28 00:00:00"
SPT24018276,1,KEDAH,2.00,5.3000,"2024-08-28 00:00:00"
SPT24018277,1,JOHOR,2.00,5.3000,"2024-08-28 00:00:00"
MYCQY00008515,5,KEDAH,2.00,5.3000,"2024-08-28 00:00:00"
SPT24018278,1,"PULAU PINANG",2.00,5.3000,"2024-08-28 00:00:00"
SPT24018279,1,"KUALA LUMPUR",2.16,5.3000,"2024-08-28 00:00:00"
SPT24018280,1,JOHOR,2.00,5.3000,"2024-08-28 00:00:00"
SPT24018281,1,"KUALA LUMPUR",2.42,5.3000,"2024-08-28 00:00:00"
MYCQY00008516,5,JOHOR,2.16,5.3000,"2024-08-28 00:00:00"
SPT24018282,1,"KUALA LUMPUR",2.42,5.3000,"2024-08-28 00:00:00"
SPT24018283,1,JOHOR,2.42,5.3000,"2024-08-28 00:00:00"
SPT24018284,1,"PULAU PINANG",2.00,5.3000,"2024-08-28 00:00:00"
SPT24018285,1,SELANGOR,4.14,5.3000,"2024-08-28 00:00:00"
SPT24018286,1,"PULAU PINANG",2.42,5.3000,"2024-08-28 00:00:00"
SPT24018287,1,"KUALA LUMPUR",2.16,5.3000,"2024-08-28 00:00:00"
MYCQY00008517,5,"NEGERI SEMBILAN",2.16,5.3000,"2024-08-28 00:00:00"
SPT24018288,1,SELANGOR,2.00,5.3000,"2024-08-28 00:00:00"
SPT24018289,1,JOHOR,2.42,5.3000,"2024-08-28 00:00:00"
SPT24018290,1,SELANGOR,2.00,5.3000,"2024-08-28 00:00:00"
SPT24018291,1,SELANGOR,6.40,13.2500,"2024-08-26 00:00:00"
MYCQY00008518,5,PAHANG,1.00,6.8900,"2024-08-24 00:00:00"
SPT24018293,1,PERLIS,4.44,14.1000,"2024-08-24 00:00:00"
SPT24018294,1,SELANGOR,7.00,11.1300,"2024-08-27 00:00:00"
SBG24003529,1,KEDAH,6.88,16.4300,"2024-08-26 00:00:00"
SPT24018295,1,PERAK,8.44,15.7900,"2024-08-26 00:00:00"
SPT24018296,1,JOHOR,1.00,9.0100,"2024-08-24 00:00:00"
SPT24018297,1,PERAK,8.44,15.7900,"2024-08-26 00:00:00"
SPT24018298,1,SELANGOR,1.00,6.8900,"2024-08-26 00:00:00"
SPT24018299,1,SELANGOR,108.48,126.5600,"2024-08-24 00:00:00"
SPT24018300,1,SELANGOR,2.24,8.1600,"2024-08-26 00:00:00"
SPT24018301,1,"PULAU PINANG",1.00,6.8900,"2024-08-27 00:00:00"
MYCQY00008520,5,"Negeri Sembilan",10.00,18.3400,"2024-08-26 00:00:00"
MYCQY00008521,5,"Negeri Sembilan",10.00,18.3400,"2024-08-26 00:00:00"
SPT24018302,1,Selangor,154.00,176.9100,"2024-08-26 00:00:00"
SPT24018305,1,SELANGOR,4.35,16.1100,"2024-08-26 00:00:00"
JHB24000991,1,SELANGOR,9.60,22.7900,"2024-08-26 00:00:00"
JHB24000992,1,"PULAU PINANG",15.36,32.3300,"2024-08-26 00:00:00"
JHB24000993,1,"KUALA LUMPUR",19.20,38.6900,"2024-08-26 00:00:00"
SPT24018308,1,MELAKA,6.40,12.6100,"2024-08-26 00:00:00"
AOR24001275,1,KEDAH,8.55,8.5900,"2024-08-26 00:00:00"
AOR24001276,1,KEDAH,10.80,10.0700,"2024-08-26 00:00:00"
MYCQY00008522,5,TERENGGANU,3.31,9.1200,"2024-08-26 00:00:00"
MYCQY00008523,5,SELANGOR,2.70,7.9500,"2024-08-26 00:00:00"
SPT24018309,1,JOHOR,9.10,16.1100,"2024-08-26 00:00:00"
MYCQY00008524,5,SELANGOR,2.30,7.9500,"2024-08-26 00:00:00"
SPT24018311,1,MELAKA,19.40,27.7700,"2024-08-26 00:00:00"
SPT24018312,1,SELANGOR,65.00,62.0100,"2024-08-26 00:00:00"
SPT24018313,1,SELANGOR,1.00,6.8900,"2024-08-26 00:00:00"
SPT24018314,1,MELAKA,39.00,37.2100,"2024-08-26 00:00:00"
SPT24018315,1,SELANGOR,21.00,20.0300,"2024-08-26 00:00:00"
SPT24018316,1,SELANGOR,592.00,520.8200,"2024-08-26 00:00:00"
SPT24018317,1,JOHOR,18.00,17.1700,"2024-08-26 00:00:00"
SPT24018318,1,SELANGOR,3.00,9.5400,"2024-08-26 00:00:00"
SPT24018319,1,SELANGOR,11.00,10.4900,"2024-08-26 00:00:00"
SPT24018323,1,"PULAU PINANG",64.80,72.8200,"2024-08-26 00:00:00"
SPT24018324,1,SELANGOR,25.60,29.7900,"2024-08-26 00:00:00"
SPT24018326,1,MELAKA,107.00,102.0800,"2024-08-27 00:00:00"
JHB24000994,1,"KUALA LUMPUR",7.00,16.6400,"2024-08-26 00:00:00"
SPT24018327,1,SELANGOR,6.60,12.6100,"2024-08-26 00:00:00"
SPT24018328,1,SELANGOR,39.00,28.9400,"2024-08-26 00:00:00"
AOR24001277,1,JOHOR,3.75,6.3600,"2024-08-26 00:00:00"
AOR24001278,1,JOHOR,8.55,8.5900,"2024-08-26 00:00:00"
AOR24001279,1,JOHOR,1.70,6.3600,"2024-08-26 00:00:00"
SBG24003534,1,KEDAH,29.28,27.5600,"2024-08-26 00:00:00"
SPT24018329,1,"KUALA LUMPUR",180.80,174.4800,"2024-08-26 00:00:00"
SPT24018330,1,SELANGOR,28.00,20.7800,"2024-08-26 00:00:00"
SPT24018331,1,SELANGOR,12.00,11.4500,"2024-08-27 00:00:00"
SPT24018332,1,MELAKA,87.00,83.0000,"2024-08-27 00:00:00"
AOR24001280,1,PERAK,9.75,9.3300,"2024-08-26 00:00:00"
AOR24001281,1,PERAK,5.90,6.3600,"2024-08-26 00:00:00"
SPT24018333,1,SELANGOR,189.86,140.9800,"2024-08-26 00:00:00"
SPT24018334,1,PERLIS,1.16,10.2800,"2024-08-26 00:00:00"
SPT24018335,1,"PULAU PINANG",2.00,6.8900,"2024-08-26 00:00:00"
SPT24018336,1,PERAK,1.00,6.8900,"2024-08-26 00:00:00"
SPT24018337,1,"PULAU PINANG",1.00,6.8900,"2024-08-26 00:00:00"
SPT24018338,1,SELANGOR,13.00,12.4000,"2024-08-27 00:00:00"
SBG24003538,1,KEDAH,14.82,16.4300,"2024-08-26 00:00:00"
AOR24001282,1,PENANG,6.00,6.3600,"2024-08-26 00:00:00"
SPT24018339,1,JOHOR,15.60,23.1100,"2024-08-26 00:00:00"
SPT24018340,1,MELAKA,83.00,79.1800,"2024-08-28 00:00:00"
SPT24018341,1,SELANGOR,260.00,248.0400,"2024-08-27 00:00:00"
SPT24018342,1,"KUALA LUMPUR",67.00,63.9200,"2024-08-27 00:00:00"
SPT24018343,1,PERLIS,87.00,83.0000,"2024-08-27 00:00:00"
SPT24018344,1,KEDAH,166.00,158.3600,"2024-08-27 00:00:00"
SPT24018345,1,"KUALA LUMPUR",111.00,105.8900,"2024-08-27 00:00:00"
SPT24018346,1,JOHOR,20.10,23.9600,"2024-08-26 00:00:00"
AOR24001283,1,MELAKA,6.80,7.1000,"2024-08-26 00:00:00"
AOR24001284,1,JOHOR,1.10,6.3600,"2024-08-26 00:00:00"
MYCQY00008525,5,PERAK,3.40,9.1200,"2024-08-26 00:00:00"
SPT24018348,1,SELANGOR,2.06,9.4300,"2024-08-26 00:00:00"
SPT24018349,1,"KUALA LUMPUR",3.00,5.3000,"2024-08-26 00:00:00"
SPT24018350,1,KEDAH,85.00,81.0900,"2024-08-27 00:00:00"
SPT24018351,1,"KUALA LUMPUR",15.30,18.1300,"2024-08-26 00:00:00"
SPT24018352,1,PERLIS,30.00,28.6200,"2024-08-27 00:00:00"
SPT24018353,1,"PULAU PINANG",62.00,59.1500,"2024-08-28 00:00:00"
SPT24018354,1,PERLIS,33.00,31.4800,"2024-08-27 00:00:00"
SPT24018356,1,MELAKA,26.00,24.8000,"2024-08-28 00:00:00"
SPT24018361,1,"PULAU PINANG",2.00,5.3000,"2024-08-26 00:00:00"
MYCQY00008526,5,PERAK,2.00,5.3000,"2024-08-26 00:00:00"
SBG24003547,1,"KUALA LUMPUR",1.86,12.0800,"2024-08-27 00:00:00"
SPT24018363,1,MELAKA,348.00,331.9900,"2024-08-28 00:00:00"
SPT24018364,1,SELANGOR,19.40,27.7700,"2024-08-26 00:00:00"
SPT24018365,1,SELANGOR,3.00,5.3000,"2024-08-26 00:00:00"
MYCQY00008527,5,"Selangor Darul Ehsan",0.20,6.7800,"2024-08-26 00:00:00"
SPT24018369,1,SELANGOR,0.20,6.7800,"2024-08-26 00:00:00"
SPT24018370,1,SELANGOR,63.80,71.8700,"2024-08-26 00:00:00"
SPT24018371,1,SELANGOR,28.63,38.2700,"2024-08-26 00:00:00"
SBG24003548,1,KEDAH,135.00,172.0400,"2024-08-27 00:00:00"
SPT24018372,1,JOHOR,146.00,139.2800,"2024-08-28 00:00:00"
SPT24018373,1,SELANGOR,0.31,6.7800,"2024-08-26 00:00:00"
SPT24018374,1,JOHOR,0.95,6.8900,"2024-08-26 00:00:00"
MYCQY00008528,5,SELANGOR,10.93,17.2800,"2024-08-26 00:00:00"
SPT24018376,1,SELANGOR,0.88,6.7800,"2024-08-26 00:00:00"
SPT24018377,1,MELAKA,34.00,32.4400,"2024-08-27 00:00:00"
SPT24018378,1,KEDAH,1.29,6.7800,"2024-08-26 00:00:00"
SPT24018379,1,PERLIS,1.53,6.7800,"2024-08-26 00:00:00"
SPT24018380,1,SELANGOR,97.42,104.3000,"2024-08-26 00:00:00"
